정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
삼정초등학교,57008,1012,753,1012,753,0,56
삼정초등학교,57009,525,938,525,938,0,47
삼정프라자,42443,18217,25266,18209,25266,8,1402
삼진금속,39040,2751,356,2751,356,0,100
삼천리1차아파트,41178,2825,2610,2807,2610,18,175
삼천리1차아파트,41179,2904,2276,2862,2276,42,167
삼천리3차아파트,41150,5557,4293,5521,4293,36,317
삼천리3차아파트,41159,5075,5322,5009,5322,66,335
삼천리기계,92017,169,529,169,529,0,22
삼천리기계,92018,273,220,273,220,0,15
삼호제강2공장,39939,142,1023,142,1023,0,37
삼호제강2공장,39940,821,178,821,178,0,32
삼환1단지아파트,37252,1349,2469,1348,2469,1,123
삼환아파트,38063,1675,2883,1669,2883,6,147
삼환아파트,39296,216,1326,209,1326,7,49
삼환아파트,39299,3194,2134,3188,2134,6,171
삼환아파트,39316,11948,8378,11947,8378,1,655
삼환아파트,39323,835,4075,835,4075,0,158
삼환아파트,39328,7610,7494,7610,7494,0,487
삼환아파트,80058,18,1750,18,1750,0,57
상1리마을회관(창말),90339,0,12,0,12,0,0
상1리마을회관(창말),90342,8,0,8,0,0,0
상2리마을회관,90337,0,21,0,21,0,0
상2리마을회관,90343,25,1,25,1,0,0
상덕현삼거리,43462,5,17,5,17,0,0
상덕현삼거리,43767,6,22,6,22,0,0
상도중학교,55025,1782,115,1779,115,3,61
상도중학교,55028,452,1822,451,1822,1,73
상동가구,55090,1636,1510,1617,1510,19,101
상동역1번출구.부천터미널소풍.홈플러스,55052,7071,19087,7050,19087,21,843
상동역4번출구.상동지하차도,55048,1657,6074,1656,6074,1,249
상동역5번출구.상동지하차도,55050,15860,3284,15822,3284,38,617
상동역8번출구세이브존,55056,9521,5197,9503,5197,18,474
상사마을,25027,53,204,53,204,0,8
상수도사업본부(스마트타운),37375,3234,7266,3226,7266,8,338
상수도사업본부(스마트타운),37380,4564,9275,4540,9275,24,446
상야동,41436,1307,1091,1307,1091,0,77
상야동,41437,1016,1499,1014,1499,2,81
상용리마을회관,90038,0,41,0,41,0,1
상용리마을회관,90039,52,3,52,3,0,1
상용진료소앞,90004,13,77,10,77,3,2
상용진료소앞,90005,69,11,69,11,0,2
상인천중학교,39537,241,103,241,103,0,11
상인천초등학교,39340,765,456,752,456,13,39
상인천초등학교,39345,363,907,362,907,1,40
상정고,40069,11052,3112,11050,3112,2,456
상정고,40070,4030,11900,4028,11900,2,513
상정중학교,40059,3949,7535,3945,7535,4,370
상주(상리),90331,13,5,12,5,1,0
상주민지원센터.삼광교회,55029,1082,4261,1073,4261,9,172
상주민지원센터.삼광교회,55031,5892,500,5874,500,18,206
상촌,43152,32,7,31,7,1,1
상촌,43347,19,51,19,51,0,2
새꾸지마을,90133,33,19,33,19,0,1
새꾸지마을,90134,41,35,39,35,2,2
새마을,43471,2,12,2,12,0,0
새마을,43702,10,4,10,4,0,0
새마을금고,36053,2569,960,2555,960,14,113
새마을금고,36189,354,1612,345,1612,9,63
새마을금고,40125,848,1321,848,1321,0,69
새마을금고,40126,2006,273,2006,273,0,73
새마을금고,40131,955,3621,947,3621,8,147
새마을금고,40746,81,843,81,843,0,29
새말사거리,41009,4233,2447,4232,2447,1,215
새말사거리,41010,127,3195,126,3195,1,107
새말사거리,41012,1266,3033,1260,3033,6,138
새말사거리,41013,3250,2410,3242,2410,8,182
새말사거리,41638,1027,1971,1026,1971,1,96
새봄초등학교,38679,2457,4593,2445,4593,12,227
새봄초등학교·송도파크레인(후문),38678,5389,1862,5371,1862,18,233
새사미아파트,41582,503,335,503,335,0,27
새소망교회,40850,1968,8,1947,8,21,63
새소망교회,40917,1,415,1,415,0,13
새안의원,37255,10166,12487,10130,12487,36,730
새안의원,37256,17642,8769,17596,8769,46,851
새터마을,35033,10,222,10,222,0,7
새터마을,35362,268,30,267,30,1,9
새한아파트,37046,4821,2531,4797,2531,24,237
색동원 앞,43161,7,3,7,3,0,0
색동원 앞,43215,8,10,8,10,0,0
샘골,90406,0,4,0,4,0,0
샘골,90407,5,0,5,0,0,0
샘내들교,89518,1,36,1,36,0,1
샘내들교,89519,4,112,4,112,0,3
샘말,43444,7,8,7,8,0,0
샘말,43782,41,11,32,11,9,1
샛말,43994,15,12,15,12,0,0
샛말,43995,20,31,20,31,0,1
생산기술연구원,38354,161,797,161,797,0,30
생설미,43746,465,245,453,245,12,22
생설미입구,43125,5,4,5,4,0,0
생설미입구,43607,7,5,7,5,0,0
생설미입구,43608,0,70,0,70,0,2
샬롬원입구,90293,11,15,11,15,0,0
샬롬원입구,90297,3,1,3,1,0,0
서곶지구대,42338,9527,7993,9526,7993,1,565
서곶지구대,42339,10929,7677,10929,7677,0,600
서교동,23037,185,4399,185,4399,0,147
서교동,23038,10869,193,10869,193,0,356
서구국민체육센터,42776,666,3601,665,3601,1,137
서구문화회관,42212,1419,1861,1406,1861,13,105
서구문화회관,42213,2846,835,2808,835,38,118
서구보건소,42283,4552,3833,4544,3833,8,270
서구보건소,42285,3634,4315,3634,4315,0,256
서구영어마을,42448,6942,4804,6936,4804,6,378
서구영어마을,42449,3858,8003,3847,8003,11,382
서구청역(1번출구),42289,4047,3639,4041,3639,6,247
서구청역(3번출구),42284,1267,749,1266,749,1,65
서구청역(4번출구),42296,1908,2503,1900,2503,8,142
서남촌,43151,10,4,9,4,1,0
서남촌,43640,2,8,2,8,0,0
서당골,35676,38,66,38,66,0,3
서당골,35702,97,39,97,39,0,4
서두머리,43212,27,1,27,1,0,0
서두머리,43336,0,14,0,14,0,0
서림초등학교,36036,5,557,5,557,0,18
서림초등학교,36047,9601,1004,9598,1004,3,342
서릿목,35418,175,492,175,492,0,21
서릿목,35419,602,150,597,150,5,24
서면초등학교,38384,1571,1513,1558,1513,13,99
서문안,43385,28,133,28,133,0,5
서문안,43584,145,15,124,15,21,5
서문안주유소,43965,145,14,139,14,6,5
서문안주유소,43966,19,184,19,184,0,6
서부경찰서,42286,530,772,530,772,0,42
서부공단입구,42299,4967,5378,4966,5378,1,333
서부공단입구,42301,6041,1421,6038,1421,3,240
서부산업단지,89035,62,62,62,62,0,4
서부산업단지,89036,42,301,42,301,0,11
서사체험학습장,43487,7,4,7,4,0,0
서사체험학습장,43712,16,7,16,7,0,0
서성,43234,5,89,5,89,0,3
서성,43362,230,5,226,5,4,7
서운교,41114,725,3896,714,3896,11,149
서운교,41115,4038,363,4035,363,3,141
서운도서관,41099,1606,239,1606,239,0,59
서운도서관,41102,165,1926,165,1926,0,67
서운도서관,41668,62,1838,62,1838,0,61
서운동,41356,5588,313,5558,313,30,190
서운동성당,41207,1416,1977,1404,1977,12,109
서운일반산업단지,41660,2533,15,2507,15,26,82
서운일반산업단지(맞은편),41661,99,1820,86,1820,13,61
서운일반산업단지입구,41646,674,3916,671,3916,3,148
서운일반산업단지입구(맞은편),41647,1156,1324,1150,1324,6,80
서운중고등학교,41109,271,606,271,606,0,28
서운중고등학교,41111,410,465,409,465,1,28
서울경금속,39039,195,2827,194,2827,1,97
서울방화초등학교,25028,79,10,79,10,0,2
서울역,11013,13767,11411,13767,11411,0,812
서원아파트,37095,1616,1196,1601,1196,15,90
서인천가구단지,42017,1048,3488,1048,3488,0,146
서인천가구단지,42028,3663,2760,3643,2760,20,207
서인천가구단지,42800,655,87,655,87,0,23
서인천고등학교,42346,4147,3639,4147,3639,0,251
서인천농협,42275,1515,564,1515,564,0,67
서인천농협,42277,264,891,264,891,0,37
서인천세무서,89044,282,98,279,98,3,12
서인천세무서,89481,185,130,185,130,0,10
서인천세무서(중),89275,2436,2686,2436,2686,0,165
서인천세무서(중),89276,1166,2490,1166,2490,0,117
서인천자동차검사소,42640,585,3367,585,3367,0,127
서인천자동차검사소,42641,4640,359,4640,359,0,161
서창119안전센터,39900,9538,3272,9538,3272,0,413
서창119안전센터,39899,5198,9195,5198,9195,0,464
서창LH1단지아파트,92067,5249,343,5249,343,0,180
서창LH1단지아파트,92068,887,4026,887,4026,0,158
서창공영차고지,39871,8259,116,8227,116,32,270
서창공영차고지,39872,1957,5572,1893,5572,64,242
서창도서관,39893,1242,1831,1241,1831,1,99
서창도서관,39894,1936,1069,1936,1069,0,96
서창도서관입구,39956,123,1519,123,1519,0,52
서창도서관입구,39957,2782,766,2782,766,0,114
서창동화원,39619,163,844,163,844,0,32
서창동화원,39620,454,348,452,348,2,25
서창베라체아파트후문,39895,325,119,325,119,0,14
서창베라체아파트후문,39896,20,457,20,457,0,15
서창센트라스아파트후문,39916,6469,728,6467,728,2,232
서창센트라스아파트후문,39917,1123,4000,1119,4000,4,165
서창센트럴푸르지오,39811,3378,335,3374,335,4,119
서창센트럴푸르지오,39812,371,3006,370,3006,1,108
서창센트럴푸르지오,39903,12747,7225,12725,7225,22,644
서창센트럴푸르지오,39904,12448,11922,12446,11922,2,786
서창이편한세상1002동,39905,12944,7871,12915,7871,29,671
서창이편한세상1002동,39906,7380,13400,7380,13400,0,670
서창이편한세상정문,39854,722,13589,720,13589,2,461
서창이편한세상정문,39855,14285,571,14267,571,18,479
서창퍼스트뷰후문,39777,11691,2797,11691,2797,0,467
서창퍼스트뷰후문맞은편,39778,1567,9974,1567,9974,0,372
서창휴먼시아12단지,39897,2102,149,2102,149,0,72
서창휴먼시아12단지,39898,304,1495,304,1495,0,58
서초구청,22129,470,47,470,47,0,16
서초동삼성아파트,22140,27,181,27,181,0,6
서초아트자이아파트,31050,4129,10963,4129,10963,0,486
서초역1번출구,31007,9004,23472,9004,23472,0,1047
서초힐스아파트,22286,653,1481,653,1481,0,68
서한리구마을회관,90294,20,8,20,8,0,0
서한리구마을회관,90296,2,0,2,0,0,0
서한리마을회관,90295,47,27,47,27,0,2
서해5도특별경비단,35098,1391,144,1371,144,20,49
서해5도특별경비단,35884,40,1271,39,1271,1,42
서해그랑블,40828,2420,163,2420,163,0,83
서해그랑블,42789,2502,7663,2502,7663,0,327
서해그랑블,42790,5339,1956,5338,1956,1,235
서해그랑블,42912,3714,867,3704,867,10,147
서해그랑블1단지아파트,38604,1004,34,1004,34,0,33
서해그랑블1단지아파트,38605,51,736,49,736,2,25
서해그랑블3단지아파트,38725,837,34,836,34,1,28
서해그랑블3단지아파트,38726,25,700,25,700,0,23
서해그랑블아파트후문,39973,1783,2026,1779,2026,4,122
서해그랑블아파트후문,39974,2750,2582,2750,2582,0,172
서해그랑블후문,40610,100,1066,100,1066,0,37
서해수산연구소,35007,131,5,128,5,3,4
서해수산연구소,35008,10,268,10,268,0,8
서해아파트,38164,2859,1386,2859,1386,0,136
서해아파트,38169,2296,2263,2296,2263,0,147
서해아파트,41181,1321,2153,1318,2153,3,112
서해아파트,41182,2600,1271,2588,1271,12,124
서해아파트,42354,4069,10366,4069,10366,0,465
서해아파트,42355,16655,3897,16654,3897,1,662
서홍의입구,43446,1,17,1,17,0,0
서홍의입구,43796,48,7,48,7,0,1
서화초등학교(도화e편한세상),37438,12533,6586,12513,6586,20,616
서화초등학교(도화e편한세상),37623,8677,10129,8666,10129,11,606
서흥초등학교,36071,7491,3307,7464,3307,27,348
서흥초등학교,36116,611,411,610,411,1,32
서흥초등학교,36117,194,2080,194,2080,0,73
석건연립,37051,1793,7447,1787,7447,6,298
석남고가교입구사거리,42655,22696,8559,22689,8559,7,1008
석남고가사거리,42145,20034,17086,19958,17086,76,1197
석남고가사거리,42151,28518,20455,28483,20455,35,1579
석남금호어울림아파트101동,42656,4575,9431,4572,9431,3,451
석남도서관,42182,862,1897,858,1897,4,89
석남동차고지,89156,616,0,616,0,0,19
석남서초등학교,42108,5598,3093,5593,3093,5,280
석남신사거리,42149,2042,1545,2018,1545,24,115
석남신사거리,42150,2005,2760,1994,2760,11,153
석남역(5번출구),42577,21833,43792,21806,43792,27,2116
석남중앙교회,42138,3147,1940,3128,1940,19,164
석남중학교,42126,7396,5146,7358,5146,38,404
석남중학교,42128,5332,6683,5288,6683,44,387
석남초등학교,42165,9591,3162,9498,3162,93,411
석남초등학교,42167,2939,7419,2918,7419,21,334
석락아파트,37241,10250,8493,10192,8493,58,604
석락아파트,37244,1967,3802,1960,3802,7,186
석모1리마을회관,90145,47,16,46,16,1,2
석모1리마을회관,90146,5,13,5,13,0,0
석모대교(석모리방향),90137,2,14,2,14,0,0
석모대교(석모리방향),90138,29,8,27,8,2,1
석모대교(석포리방향),90139,19,1,19,1,0,0
석모대교(석포리방향),90140,33,87,33,87,0,3
석모대교(외포리방향),90121,1,37,1,37,0,1
석모대교(외포리방향),90122,18,2,18,2,0,0
석모대교전망대,90249,2,2,2,2,0,0
석모대교전망대,90250,4,8,4,8,0,0
석모도미네랄온천,90163,73,26,70,26,3,3
석모도미네랄온천,90164,13,40,13,40,0,1
석모도수목원입구(삼산초등학교),90143,3,32,3,32,0,1
석모도수목원입구(삼산초등학교),90144,55,40,50,40,5,3
석모도자연휴양림입구,90151,0,15,0,15,0,0
석모도자연휴양림입구,90152,18,4,18,4,0,0
석바위,37365,21811,18734,21739,18734,72,1307
석바위,37370,51374,39173,51302,39173,72,2920
석바위시장,37378,2470,6144,2455,6144,15,277
석바위시장,37381,24599,24589,24538,24589,61,1586
석바위시장,37382,21698,19173,21650,19173,48,1318
석바위시장,37384,5018,3833,5002,3833,16,285
석바위시장,37544,3134,4340,3111,4340,23,241
석바위시장역,37373,4650,5360,4632,5360,18,322
석바위시장역,37374,3838,4670,3821,4670,17,274
석산,43375,1,36,1,36,0,1
석산,43833,34,1,34,1,0,1
석산로,92051,944,405,916,405,28,43
석산로,92052,376,506,369,506,7,28
석암초등학교,37412,3736,3945,3722,3945,14,247
석암초등학교앞,37407,13596,8006,13529,8006,67,696
석정여자고등학교,39416,1460,240,1434,240,26,54
석정여자고등학교,39418,112,1592,110,1592,2,54
석조여래입상앞,43663,0,29,0,29,0,0
석조여래입상앞,43692,47,1,44,1,3,1
석천사거리,39308,605,799,596,799,9,45
석천사거리역,39317,3815,6830,3812,6830,3,343
석천사거리역,39320,2591,3009,2581,3009,10,180
석천시장,39502,821,4058,818,4058,3,157
석포리마을회관,90191,22,4,22,4,0,0
석포리마을회관,90192,8,23,8,23,0,1
석포항,90203,21,36,20,36,1,1
선경그린빌라,42307,2358,1513,2356,1513,2,124
선경그린빌라,42541,94,740,94,740,0,26
선경아파트,40238,7570,1737,7570,1737,0,300
선광,38542,2,347,2,347,0,11
선광,38543,243,9,243,9,0,8
선녀바위유원지,35004,672,22,663,22,9,22
선녀바위유원지,35006,103,588,103,588,0,22
선녀바위해수욕장,35484,1018,154,1018,154,0,37
선녀바위해수욕장,35485,266,706,265,706,1,31
선동,43248,0,15,0,15,0,0
선동,43886,47,0,45,0,2,1
선두1리,43009,310,110,309,110,1,13
선두1리,43099,94,169,94,169,0,8
선두4리마을회관,43242,18,7,18,7,0,0
선두4리마을회관,43644,2,12,2,12,0,0
선두5리어판장입구,90131,7,29,6,29,1,1
선두5리어판장입구,90132,26,4,26,4,0,0
선릉역,23218,2627,6,2627,6,0,84
선릉역,23259,95,4174,95,4174,0,137
선린감리교회,40043,3435,2126,3434,2126,1,179
선린감리교회,40047,4597,5787,4586,5787,11,334
선바위역,66001,17350,689,17350,689,0,581
선바위역,66002,1231,32347,1231,32347,0,1083
선수,43433,2,19,2,19,0,0
선수,43483,33,9,33,9,0,1
선수여객선착장,43429,171,105,152,105,19,8
선수여객선착장,43479,14,61,14,61,0,2
선수촌사거리,39889,208,613,202,613,6,26
선수촌사거리,39890,371,273,363,273,8,20
선원면사무소앞,90067,0,40,0,40,0,1
선원면사무소앞,90068,11,12,11,12,0,0
선원면주민센터,43042,168,471,168,471,0,20
선원면주민센터,43070,538,149,534,149,4,22
선원사,43305,0,1,0,1,0,0
선원사,43742,21,13,18,13,3,1
선원사초입,43307,16,7,15,7,1,0
선원사초입,43756,7,4,7,4,0,0
선원초등학교,43044,63,180,63,180,0,7
선원초등학교,43045,173,56,168,56,5,7
선유고등학교,28017,10257,676,10257,676,0,352
선유고등학교,28018,724,11582,724,11582,0,396
선재대교,44085,6,0,5,0,1,0
선재대교,44175,3,0,3,0,0,0
선재대교입구,44005,31,481,29,481,2,16
선재대교입구,44006,600,33,593,33,7,20
선재바다낚시터,44176,0,1,0,1,0,0
선주삼거리,41481,18,95,18,95,0,3
선주삼거리,41502,2,0,2,0,0,0
선주지교회,41482,20,43,20,43,0,2
선주지교회,41503,9,1,9,1,0,0
선주지다리,41480,0,26,0,26,0,0
선주지다리,41501,1,2,1,2,0,0
선주지회차지,41483,18,23,18,23,0,1
선학동행정복지센터.정광아파트,38297,1354,1133,1353,1133,1,80
선학사거리,38295,1042,3862,1041,3862,1,158
선학아파트,38232,6419,1766,6419,1766,0,264
선학아파트,38343,3212,10200,3205,10200,7,432
선학어린이집,38300,2040,1994,2009,1994,31,130
선학역,38305,31277,14770,31234,14770,43,1485
선학역(1번출구),38306,19480,23005,19430,23005,50,1370
선학중학교,38283,863,930,820,930,43,57
선학체육관(하키경기장),38308,3200,2061,3190,2061,10,169
선학체육관(하키경기장),38309,2585,4204,2582,4204,3,219
선행리입구,43908,206,223,205,223,1,13
선행리입구,43909,35,3,35,3,0,1
설호아파트,43378,19,91,19,91,0,3
설호아파트,43618,120,49,117,49,3,5
성강지식산업센터,39837,621,789,621,789,0,45
성경,43603,157,7,157,7,0,5
성경,43771,9,143,9,143,0,4
성리중학교,39969,42,14,42,14,0,1
성리중학교,39979,3,196,3,196,0,6
성리초등학교,39200,20516,19651,20455,19651,61,1295
성리초등학교,39201,9191,15613,9163,15613,28,800
성문교회,39462,515,7,513,7,2,16
성문아파트,39591,4085,1380,4064,1380,21,176
성문아파트(문화연립),39257,2794,3744,2773,3744,21,210
성민병원,42159,14684,14359,14576,14359,108,936
성민병원,42162,13980,16902,13925,16902,55,996
성보공업,42007,2083,2168,2072,2168,11,137
성산교회,40572,1651,7375,1624,7375,27,291
성신아크릴산업,89313,143,0,142,0,1,4
성신아크릴산업,89327,9,173,9,173,0,5
성웅아파트,42048,3659,2884,3653,2884,6,211
성웅아파트,42051,4208,2704,4199,2704,9,222
성원기계,92016,1598,1828,1598,1828,0,110
성원빌딩.우편취급국,37425,10817,6009,10804,6009,13,542
성원아파트,70022,2340,11,2332,11,8,75
성일산업,39787,988,1714,986,1714,2,87
성일산업,39788,1080,813,1078,813,2,61
성일아파트후문앞,40311,813,523,813,523,0,43
성지아파트,38017,23240,35967,23233,35967,7,1909
성지아파트,41025,5390,3223,5390,3223,0,277
성지초등학교,41033,1863,3354,1847,3354,16,168
성지초등학교,41034,2441,1751,2425,1751,16,135
성터지,43038,241,61,240,61,1,9
성터지,43039,40,217,40,217,0,8
성호아파트,38204,10822,9662,10792,9662,30,660
세광2차아파트,43758,2114,613,2075,613,39,87
세광2차아파트,43857,441,1295,427,1295,14,56
세광아파트,43049,1067,1998,1060,1998,7,98
세광아파트,43050,2967,802,2938,802,29,121
세농푸드,41510,31,0,31,0,0,1
세우산업,39094,2028,4547,2028,4547,0,212
세월천사거리,40489,4343,13943,4308,13943,35,589
세일빌라.인천산림조합,39158,2292,1051,2284,1051,8,107
세일빌라.인천산림조합,39159,4607,3472,4598,3472,9,260
세현정공,39033,942,2001,942,2001,0,94
세화파렛텍,90216,37,39,37,39,0,2
센타빌딩,39902,10749,13158,10746,13158,3,771
센트럴공원,38490,726,3061,724,3061,2,122
센트럴자이,39884,4056,2585,4054,2585,2,214
센트럴파크1,38463,542,138,542,138,0,21
센트럴파크2,38464,273,347,273,347,0,20
센트럴파크역,38397,8442,1122,8442,1122,0,308
센트럴파크역,38574,792,2545,790,2545,2,107
센트럴파크푸르지오아파트,38544,1799,1023,1798,1023,1,91
센트럴파크푸르지오아파트,38545,866,1730,865,1730,1,83
센트럴푸르지오501동앞,92071,1405,397,1402,397,3,58
셀트리온(주),38319,167,492,167,492,0,21
셀트리온(주)앞,38513,446,330,445,330,1,25
셀트리온2공장앞,38474,438,705,438,705,0,36
셀트리온2공장앞,38475,1111,352,1111,352,0,47
소게,43185,1,103,1,103,0,3
소게,43243,82,1,80,1,2,2
소구월사거리,39266,5068,11325,5039,11325,29,528
소구월사거리,39268,4536,3381,4502,3381,34,255
소나무,43396,55,0,54,0,1,1
소나무,43805,0,37,0,37,0,1
소담(장미)마을입구,90236,0,7,0,7,0,0
소담(장미)마을입구,90237,5,0,5,0,0,0
소동,43412,127,1,127,1,0,4
소동,43829,11,149,11,149,0,5
소똑골 입구,90424,0,5,0,5,0,0
소똑골 입구,90425,1,0,1,0,0,0
소래도서관,39829,21,473,3,473,18,15
소래산등산로입구,39770,0,24,0,24,0,0
소래산등산로입구,39771,10,5,10,5,0,0
소래산입구,39668,12,300,12,300,0,10
소래산입구,39670,420,0,420,0,0,13
소래역사관,39816,135,1348,135,1348,0,47
소래역사관,39817,2167,110,2158,110,9,73
소래초등학교,39615,244,362,244,362,0,19
소래포구,39815,740,58,737,58,3,25
소래포구,39818,72,2065,71,2065,1,68
소래포구 해오름광장,92074,65,1034,61,1034,4,35
소래포구역,39647,3229,1438,3229,1438,0,150
소래포구역,39648,2312,4976,2309,4976,3,235
소래포구역,39710,1610,46,1599,46,11,53
소래포구역앞,92063,2161,1083,2161,1083,0,104
소래포구역종점,39793,516,50,506,50,10,18
소래포구입구,70009,752,164,743,164,9,29
소래포구입구(논현푸르지오A),39109,352,863,351,863,1,39
소래포구입구(논현푸르지오A),39114,259,174,258,174,1,13
소래풍림아파트,39122,2650,701,2646,701,4,108
소리공원(하모니로),38721,423,794,423,794,0,39
소리공원(하모니로),38722,263,336,263,336,0,19
소망탑빌라,40116,7,305,7,305,0,10
소방대앞,90022,9,113,9,113,0,3
소방대앞,90023,256,22,249,22,7,8
소산서원,70011,198,667,196,667,2,27
소산서원,70012,246,356,244,356,2,19
소장전,43996,18,17,18,17,0,1
소장전,43997,6,5,6,5,0,0
소촌마을,41662,125,11,124,11,1,4
속아지,43344,33,0,31,0,2,1
속아지,43848,0,27,0,27,0,0
솔밭마을,38193,936,275,935,275,1,39
솔빛마을,36034,8466,9218,8438,9218,28,570
솔빛마을,36037,5709,6241,5688,6241,21,385
솔빛마을주공아파트,36049,10245,6610,10222,6610,23,543
솔빛마을주공아파트,36050,9302,11865,9283,11865,19,682
솔빛주공2단지,36045,894,770,882,770,12,53
솔안공원,38348,10274,6852,10267,6852,7,552
솔정,43526,27,0,18,0,9,0
솔정,43871,6,16,3,16,3,0
솔정1리마을회관,90085,1,7,1,7,0,0
솔정1리마을회관,90086,1,0,0,0,1,0
솔정마을,43129,62,5,55,5,7,2
솔정마을,43811,10,1,10,1,0,0
솔정마을,43872,29,49,21,49,8,2
솔정마을,90108,0,5,0,5,0,0
솔정정미소,43130,17,28,17,28,0,1
솔정정미소,43134,34,6,33,6,1,1
솔터마을입구,80327,981,300,980,300,1,41
솔터마을입구,80336,1128,1135,1128,1135,0,73
솔펜션,44177,8,0,6,0,2,0
송곡촌,43439,28,42,28,42,0,2
송곡촌,43815,66,29,65,29,1,3
송내고교입구,11014,78,330,78,330,0,13
송내고교입구,11015,539,160,539,160,0,22
송내고등학교,40219,2124,2701,2110,2701,14,155
송내남부역,40761,34,1323,34,1323,0,43
송내역.로데오거리,55267,5385,26004,5372,26004,13,1012
송내역.영화의거리,55263,23087,6943,23033,6943,54,968
송내역남부,56002,84628,67677,84580,67677,48,4913
송내역남부,56005,97821,80042,97690,80042,131,5737
송담초등학교,38667,2117,788,2117,788,0,93
송담초등학교,38668,765,1993,765,1993,0,88
송도1동행정복지센터,38012,4681,12213,4674,12213,7,544
송도2동행정복지센터,38492,4590,3087,4588,3087,2,247
송도2동행정복지센터,38588,1101,1566,1101,1566,0,86
송도MTB파크,38746,204,220,204,220,0,13
송도SK뷰(101동),38635,1959,358,1959,358,0,74
송도SK뷰(105동),38632,81,609,81,609,0,22
송도SK뷰(105동),38633,1088,130,1088,130,0,39
송도sk뷰,38707,782,3655,779,3655,3,143
송도sk뷰,38708,677,1376,674,1376,3,66
송도고입구,38215,1163,1858,1156,1858,7,97
송도고입구,38221,1106,617,1100,617,6,55
송도공영차고지,38472,411,35,411,35,0,14
송도국제교입구,38597,214,1,214,1,0,6
송도국제도시디에트르시그니처뷰,38771,2308,1363,2307,1363,1,118
송도글로벌캠퍼스푸르지오아파트,38711,758,795,758,795,0,50
송도누리공원,38663,4206,4684,4206,4684,0,286
송도누리공원,38664,986,3565,983,3565,3,146
송도달빛축제공원,38776,124,330,124,330,0,14
송도달빛축제공원역,38696,19482,3264,19472,3264,10,733
송도달빛축제공원역,38697,2745,16474,2743,16474,2,619
송도더샵그린스퀘어,39843,3455,1357,3454,1357,1,155
송도더샵그린워크,38526,1092,388,1092,388,0,47
송도더샵그린워크2차,38493,2227,2740,2227,2740,0,160
송도더샵마스터뷰21단지,38578,5788,959,5761,959,27,217
송도더샵마스터뷰22단지,38693,550,200,550,200,0,24
송도더샵마스터뷰22단지(2202동),38698,177,421,177,421,0,19
송도더샵마스터뷰22단지(2202동),38712,369,1148,369,1148,0,48
송도더샵마스터뷰22단지(정문),38694,222,994,222,994,0,39
송도더샵마스터뷰22단지(하행),38695,202,576,202,576,0,25
송도더샵마스터뷰23단지,38441,2980,1949,2977,1949,3,159
송도더샵마스터뷰23단지,38442,377,3929,375,3929,2,138
송도더샵마스터뷰23단지(정문),38692,1484,233,1484,233,0,55
송도더샵센트럴시티,39842,2251,3096,2236,3096,15,172
송도더샵센트럴시티.글로벌캠퍼스푸르지오,38647,5608,1213,5608,1213,0,220
송도더샵퍼스트월드,38589,1158,1467,1158,1467,0,84
송도더샵퍼스트월드(동문),38013,16923,6450,16912,6450,11,753
송도더샵퍼스트월드(서문),38381,3245,1390,3230,1390,15,149
송도더샵퍼스트월드B동.C동,38425,3965,2257,3962,2257,3,200
송도더샵퍼스트월드D동,38009,1748,1697,1747,1697,1,111
송도더샵퍼스트파크14단지,38560,489,3711,484,3711,5,135
송도더샵퍼스트파크14단지,38577,3065,365,3054,365,11,110
송도더샵퍼스트파크15단지,38559,245,999,242,999,3,40
송도더샵퍼스트파크15단지,38576,1016,208,1000,208,16,39
송도더샵하버뷰2차,38467,2387,13087,2386,13087,1,499
송도동일하이빌파크포레아파트,38680,3115,1132,3090,1132,25,137
송도라마다호텔앞,38065,2197,4287,2185,4287,12,209
송도라마다호텔앞,38067,11414,7920,11373,7920,41,623
송도랜드마크시티13호근린공원,38738,425,2127,425,2127,0,82
송도랜드마크시티13호근린공원,38739,1394,428,1394,428,0,58
송도랜드마크푸르지오시티,38747,909,1631,907,1631,2,81
송도베르디움더퍼스트후문,39985,1284,4688,1284,4688,0,192
송도세브란스병원,38651,22,586,22,586,0,19
송도센트럴파크,38452,2430,6223,2430,6223,0,279
송도센트럴파크역,38563,2253,806,2237,806,16,98
송도소방서(송도스마트밸리),39801,1960,2931,1960,2931,0,157
송도스마트밸리,39802,4494,1719,4494,1719,0,200
송도스포츠센터(LNG야구장),39721,1356,885,1356,885,0,72
송도아트윈푸르지오,38549,326,563,322,563,4,28
송도아트윈푸르지오,38562,7,313,4,313,3,10
송도에듀포레푸르지오,39921,1289,2952,1289,2952,0,136
송도에듀포레푸르지오후문,39986,5188,737,5188,737,0,191
송도역,38213,2285,1749,2283,1749,2,130
송도역,38505,7804,15241,7800,15241,4,743
송도역,38669,915,1447,915,1447,0,76
송도영남아파트,38224,7705,6380,7697,6380,8,454
송도오션파크베르디움,38642,1360,17511,1355,17511,5,608
송도요양원,38144,1772,2524,1772,2524,0,138
송도유원지(도로교통공단),38081,10535,11993,10492,11993,43,726
송도유원지(도로교통공단),38088,18802,6890,18731,6890,71,828
송도자이하버뷰,38521,3061,1984,3061,1984,0,162
송도자이하버뷰1단지,38468,17002,2112,17000,2112,2,616
