정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
뉴서울3차아파트,41032,1091,5358,1074,5358,17,208
뉴서울6차아파트,41632,1676,420,1673,420,3,67
뉴서울6차아파트,41635,506,1867,506,1867,0,76
뉴서울아파트,38303,1671,1465,1659,1465,12,101
뉴서울아파트,39234,8221,149,8192,149,29,270
뉴서울아파트,39235,177,4448,173,4448,4,149
뉴서울아파트,40505,1921,735,1878,735,43,85
뉴서울아파트,40514,568,682,567,682,1,40
뉴서울아파트,40526,2010,4231,2005,4231,5,201
뉴서울아파트,41153,6486,6312,6486,6312,0,412
뉴서울아파트,89071,8591,21451,8537,21451,54,969
느티나무,43182,18,69,18,69,0,2
느티나무,43232,61,18,60,18,1,2
늘목,35414,152,508,152,508,0,21
늘목,35415,531,83,531,83,0,19
늘목마을입구,35529,18,39,18,39,0,1
늘목마을입구,35725,15,22,15,22,0,1
늘목마을입구삼거리,35889,1,15,1,15,0,0
늘푸른벽산.서강2차,70021,15,2106,13,2106,2,68
능곡마을회관,43553,49,15,44,15,5,2
능곡마을회관,43649,13,28,13,28,0,1
능미,43921,79,7,78,7,1,2
능미,43922,8,50,7,50,1,1
능안,43276,87,53,87,53,0,4
능안,43571,23,63,23,63,0,2
능촌삼거리,90370,1,12,1,12,0,0
능촌입구,43560,16,1,15,1,1,0
능촌입구,43854,0,30,0,30,0,0
능허대공원,38567,578,909,578,909,0,47
능허대공원,38777,175,116,125,116,50,9
다남동소촌마을입구,41329,379,3,374,3,5,12
다남동소촌마을입구,41330,8,468,8,468,0,15
다남동역골입구,41333,0,214,0,214,0,6
다남동역골입구,41334,178,7,178,7,0,5
다남성결교회,41664,53,64,53,64,0,3
다남성결교회,41665,3,168,3,168,0,5
다남식당,41477,1691,16259,1682,16259,9,579
다남식당,41478,653,3118,640,3118,13,121
다리목,43717,8,13,8,13,0,0
다리목,43845,14,13,14,13,0,0
다사랑마을입구,35887,53,9,53,9,0,2
다사랑마을입구,35888,11,42,10,42,1,1
다우리농장,44083,8,0,6,0,2,0
다우리농장,44166,0,6,0,6,0,0
다운,43605,56,79,55,79,1,4
다운,43822,71,52,71,52,0,3
다운1리,43582,6,79,6,79,0,2
다운1리,43821,26,5,24,5,2,1
다운마을,43398,2,83,2,83,0,2
다운마을,43824,88,1,86,1,2,2
다임메가타운,40870,26,486,26,486,0,16
단봉초등학교,42380,3530,744,3524,744,6,137
단봉초등학교,42382,942,3129,936,3129,6,131
달빛축제공원,38620,178,169,178,169,0,11
달빛축제공원,38621,116,889,116,889,0,32
달빛축제공원대공연장,38733,252,738,252,738,0,31
달빛축제공원대공연장,38734,1043,429,1043,429,0,47
담방로사거리,39275,11984,4131,11941,4131,43,519
담방아파트,39226,419,60,417,60,2,15
당곡고개,80048,152,781,152,781,0,30
당곡고개,80049,737,68,737,68,0,25
당미마을,41552,4057,5430,4050,5430,7,306
당미마을,41553,4060,3293,4049,3293,11,237
당산리,43450,4,115,4,115,0,3
당산리,43700,143,4,141,4,2,4
당산리검문소,43699,159,14,158,14,1,5
당산리검문소,43752,6,158,6,158,0,5
당산종점,43669,0,32,0,32,0,1
당산종점,43725,38,4,38,4,0,1
당산초등학교,41418,4699,2620,4684,2620,15,236
당산초등학교,41419,1748,2121,1745,2121,3,124
당산초등학교아래사거리,41644,15,92,15,92,0,3
당산초등학교아래사거리,41645,431,218,428,218,3,20
당하대주파크빌,42392,2287,1787,2285,1787,2,131
당하동탑스빌아파트,42639,3672,2691,3669,2691,3,205
당하동행정복지센터,42886,10455,5324,10423,5324,32,509
당하메디칼,42402,1383,2142,1377,2142,6,113
당하초등학교,42396,1357,783,1354,783,3,69
당하초등학교,42399,1152,1136,1152,1136,0,73
당하탑스빌아파트,42393,2180,2441,2179,2441,1,149
당하푸르지오,42403,1156,702,1153,702,3,59
당하푸르지오,42502,741,4032,740,4032,1,153
당하풍림아파트,42405,1563,11197,1563,11197,0,411
대경화성,39789,1245,774,1244,774,1,65
대경화성,39790,1119,1779,1114,1779,5,93
대곶사거리,80008,1381,5783,1376,5783,5,231
대곶사거리,80009,6340,1456,6317,1456,23,251
대기이에스티,39013,186,330,186,330,0,16
대덕강업앞,42759,14,583,14,583,0,19
대동1차후문(종점),40553,294,659,294,659,0,30
대동도어(주),39983,608,29,608,29,0,20
대동도어(주),39984,4,861,4,861,0,27
대동아파트,37042,7704,2180,7698,2180,6,318
대동아파트,37504,4144,7151,4142,7151,2,364
대동아파트,38128,6718,10176,6699,10176,19,544
대동아파트,38345,5050,5458,5033,5458,17,338
대동아파트,39256,348,5042,344,5042,4,173
대동아파트,39473,3439,195,3374,195,65,117
대동아파트,39474,105,6793,94,6793,11,222
대동아파트,40491,541,226,534,226,7,24
대동아파트,40569,7310,2780,7309,2780,1,325
대동아파트,41172,2314,651,2314,651,0,95
대동아파트,42304,2437,3664,2425,3664,12,196
대동아파트,42306,2736,1899,2735,1899,1,149
대동아파트정문앞,40277,1073,960,1068,960,5,65
대동아파트후문,41137,2382,3935,2377,3935,5,203
대동월드,38116,4095,2595,4092,2595,3,215
대동특수철강,39049,99,1268,99,1268,0,44
대룡2리마을회관앞,90026,2,44,2,44,0,1
대룡2리마을회관앞,90027,79,0,79,0,0,2
대룡시장,90020,397,1471,396,1471,1,60
대룡시장,90021,1503,432,1470,432,33,62
대륭맨숀,40242,9335,5616,9299,5616,36,482
대륭맨숀,40247,9818,10207,9790,10207,28,645
대림3차아파트301동앞,38681,406,41,406,41,0,14
대림3차아파트301동앞,38684,27,723,27,723,0,24
대림아파트,37053,10951,4069,10948,4069,3,484
대림아파트,37054,2925,7670,2925,7670,0,341
대림아파트,38257,5553,1326,5553,1326,0,221
대림아파트,40382,3605,10711,3595,10711,10,461
대림아파트,42609,1708,1319,1696,1319,12,97
대림아파트,42610,173,2126,172,2126,1,74
대림아파트후문,40397,1897,1741,1881,1741,16,117
대명아파트,37537,2301,5885,2301,5885,0,264
대명초교,80002,1781,107,1779,107,2,60
대명초교,80003,251,1394,251,1394,0,53
대문리고개입구,43546,425,364,414,364,11,25
대문목재,89206,93,65,93,65,0,5
대문목재,89207,148,27,148,27,0,5
대문촌마을,90058,7,6,7,6,0,0
대문촌마을,90059,4,5,4,5,0,0
대박주유소,36091,2495,2492,2492,2492,3,160
대부고교차로,18388,0,6,0,6,0,0
대부관광호텔,62040,224,21,223,21,1,7
대부도서관,18389,0,39,0,39,0,1
대부도서관,18391,13,19,13,19,0,1
대부동행정복지센터,62011,321,1376,296,1376,25,54
대부동행정복지센터,62012,1364,232,1342,232,22,51
대부중고등학교,62027,242,41,235,41,7,9
대부중고등학교,62028,28,254,25,254,3,9
대부파출소앞,62036,5,66,5,66,0,2
대부파출소앞,62042,95,5,91,5,4,3
대사마을,43947,12,186,12,186,0,6
대사마을,43948,211,10,206,10,5,7
대산-기점,90259,2787,2655,2743,2655,44,175
대상스틸,89007,42,561,42,561,0,19
대성베르힐아파트(가정성당),89240,1372,3031,1363,3031,9,142
대성베르힐아파트(가정성당),89241,5448,2093,5439,2093,9,243
대성유니드아파트,40674,898,4440,898,4440,0,172
대성유니드아파트,40675,2310,397,2310,397,0,87
대신아파트,41406,5970,1812,5957,1812,13,251
대신철강,42859,15,1046,15,1046,0,34
대야초교.ABC학습타운입구,70017,298,1562,290,1562,8,60
대야초교.ABC학습타운입구,70020,1589,454,1576,454,13,65
대양자동차학원,35073,12,2130,10,2130,2,69
대우삼환아파트,38078,5489,4238,5484,4238,5,313
대우삼환아파트,38591,1455,3096,1453,3096,2,146
대우실업,41485,9,22,9,22,0,1
대우실업,41505,25,0,22,0,3,0
대우아파트,38206,4286,3624,4270,3624,16,255
대우아파트,38208,3465,3214,3462,3214,3,215
대우아파트,40321,153,339,152,339,1,15
대우아파트,40340,876,539,848,539,28,45
대우일렉트로닉스,37462,93,1629,93,1629,0,55
대우일렉트로닉스,37463,816,663,816,663,0,47
대우자동차운전학원,42262,397,280,397,280,0,21
대우자동차운전학원,42263,190,477,190,477,0,21
대우재아파트,39702,11,400,8,400,3,13
대우재아파트,39703,395,415,395,415,0,26
대우푸르지오,42407,28159,3436,28097,3436,62,1019
대우푸르지오,42842,955,3228,948,3228,7,134
대우푸르지오복합상가,39605,2774,1769,2729,1769,45,146
대우하나아파트,89073,17126,11157,17105,11157,21,912
대우하나아파트,89074,8997,10736,8987,10736,10,636
대웅실업앞,92003,55,338,55,338,0,12
대원정밀,39475,484,847,484,847,0,42
대월초등학교,90094,2,11,2,11,0,0
대월초등학교,90095,6,0,6,0,0,0
대은교회,42143,4856,8494,4839,8494,17,430
대인고등학교,42344,1360,2009,1357,2009,3,108
대인고등학교,42345,2646,1536,2639,1536,7,134
대인고등학교,89490,170,594,170,594,0,24
대일엠앤쿡,39059,859,1788,859,1788,0,85
대장간마을,43703,221,112,215,112,6,10
대정,90117,4,48,4,48,0,1
대정,90118,58,5,55,5,3,2
대주아파트,42469,1880,9936,1880,9936,0,381
대주파크빌,42466,5424,1229,5424,1229,0,214
대진아파트,40415,2581,2466,2574,2466,7,162
대촌,43393,69,69,69,69,0,4
대촌,43545,59,31,59,31,0,2
대촌마을,41663,11,0,11,0,0,0
대토단지앞,39813,998,12,998,12,0,32
대한솔루션알앤디센터,39557,43,430,43,430,0,15
대한제당,35169,1139,42,1137,42,2,38
대한제당,35220,7,1430,7,1430,0,46
대현목재,89205,217,36,217,36,0,8
대화초등학교,37397,6125,2255,6123,2255,2,270
대화초등학교,37399,2441,4644,2441,4644,0,228
대흥,43194,21,314,20,314,1,10
대흥,43591,407,29,401,29,6,14
대흥식당,35688,32,13,30,13,2,1
대흥식당,35689,32,52,32,52,0,2
더리미경로당,43363,13,15,13,15,0,0
더리미경로당,43731,20,28,20,28,0,1
더리미미술관,43961,65,25,57,25,8,2
더리미미술관,43962,7,8,7,8,0,0
더리미장어마을,43680,7,29,7,29,0,1
더리미장어마을,43864,16,3,15,3,1,0
더샵그린스퀘어105동,92021,1761,167,1757,167,4,62
더샵그린스퀘어107동,92022,133,2415,131,2415,2,82
더샵그린애비뉴,38486,9321,8137,9318,8137,3,563
더샵그린애비뉴,38510,789,29,789,29,0,26
더샵그린워크1단지,38495,4980,2159,4967,2159,13,230
더샵부평센트럴시티(101동),40061,1999,2920,1997,2920,2,158
더샵부평센트럴시티(101동),40065,2678,1244,2669,1244,9,126
더샵부평센트럴시티(127동),40050,9857,15186,9840,15186,17,807
더샵센트럴시티204동,92020,41,2043,41,2043,0,67
더샵센트럴시티205동,92019,4821,2708,4820,2708,1,242
더샵송도마리나베이,38765,17,1064,17,1064,0,34
더샵송도마리나베이,38766,958,13,958,13,0,31
더샵송도프라임뷰20단지,38561,1124,4123,1114,4123,10,169
더샵엑스포빌리지,38480,7207,2656,7206,2656,1,318
더샵퍼스트파크13단지,38601,1303,152,1301,152,2,46
더샵퍼스트파크13단지,38602,114,701,114,701,0,26
더샵하버뷰,38485,11559,8188,11559,8188,0,637
더샵하버뷰,38487,3082,1710,3070,1710,12,154
더샵하버뷰(D13),38453,1500,1084,1482,1084,18,83
더샵하버뷰(D13),38466,1392,2039,1389,2039,3,110
더샵하버뷰(D14),38454,1196,752,1191,752,5,62
더샵하버뷰14단지,38504,1532,1673,1530,1673,2,103
더월드스테이트2단지,37657,877,409,867,409,10,41
더월드스테이트후문,37422,51,743,48,743,3,25
더포레스트아파트,39876,8360,1513,8349,1513,11,318
더포레스트아파트,39877,4542,8177,4542,8177,0,410
더프라우,38410,10050,24718,10050,24718,0,1121
더필립요양병원,40461,1686,3999,1686,3999,0,183
덕고개삼거리,43723,68,28,66,28,2,3
덕고개삼거리,43750,2,58,2,58,0,1
덕골,43397,19,3,19,3,0,0
덕골,43399,19,24,18,24,1,1
덕교3거리,35012,131,48,131,48,0,5
덕교동,35003,851,153,846,153,5,32
덕교동,35005,148,1340,148,1340,0,48
덕교동,35259,1339,337,1339,337,0,54
덕교삼거리,35214,52,174,52,174,0,7
덕신고등학교(강화읍교회),90228,13,58,13,58,0,2
덕신고등학교(강화읍교회),90229,52,34,52,34,0,2
덕유마을.설악마을,11187,2874,1368,2874,1368,0,136
덕유마을.설악마을,55073,1188,723,1188,723,0,61
덕음,43657,23,6,23,6,0,0
덕응,43983,6,16,6,16,0,0
덕응,43986,6,16,6,16,0,0
덕정가든,43173,0,26,0,26,0,0
덕정가든,43296,40,1,40,1,0,1
덕진사거리,43870,44,24,44,24,0,2
덕진사거리,90310,16,11,16,11,0,0
덕진진,43637,10,39,10,39,0,1
덕진진,43672,51,6,51,6,0,1
덕창기계,39723,192,53,192,53,0,7
덕포리,43006,345,218,339,218,6,18
덕포리,43100,248,278,247,278,1,16
덕하교앞,43449,1,28,1,28,0,0
덕하교앞,43727,5,14,5,14,0,0
덕화2리,43468,53,11,53,11,0,2
덕화2리,43730,5,16,5,16,0,0
덕화2리마을회관,43923,30,8,30,8,0,1
덕화2리마을회관,43924,4,14,4,14,0,0
덕화3리마을회관,43609,144,112,144,112,0,8
덕화3리입구,43469,13,3,13,3,0,0
덕화3리입구,43729,31,44,31,44,0,2
덕화교회앞,90398,1,33,1,33,0,1
덕화교회앞,90399,17,3,17,3,0,0
도간마을,43612,45,0,43,0,2,1
도간마을,43664,0,27,0,27,0,0
도감말,43733,26,4,26,4,0,0
도감말,43754,12,8,12,8,0,0
도곡한신아파트,23504,64,56,64,56,0,3
도담공원.푸르지오더베뉴,89397,4737,1688,4737,1688,0,207
도담공원.푸르지오더베뉴,89398,2592,3883,2592,3883,0,208
도담공원·인천이음중학교(서측),89482,1675,1991,1675,1991,0,118
도두리마을,41565,16213,1759,16213,1759,0,579
도두리마을,41566,2427,12279,2427,12279,0,474
도림고등학교,92066,105,192,105,192,0,9
도림동고개,39160,1010,525,1006,525,4,49
도림동고개,39161,408,1310,408,1310,0,55
도림동입구,39140,7891,1860,7888,1860,3,314
도림동입구,39141,15,2110,15,2110,0,68
도림아이파크아파트,39155,7131,3391,7126,3391,5,339
도림육교,39154,2916,6394,2914,6394,2,300
도림주공1단지,39152,14420,11699,14395,11699,25,842
도림주공1단지,39153,13477,10115,13453,10115,24,761
도림주공208동,39142,6627,2925,6620,2925,7,308
도림주공208동,39143,4568,6510,4566,6510,2,357
도림주공2단지,39146,4249,3713,4233,3713,16,256
도림주공2단지,39149,3289,2327,3281,2327,8,181
도림주철관1공장,89307,354,681,349,681,5,33
도림주철관공업(주),42293,3728,1094,3721,1094,7,155
도림포도원,39150,319,3538,316,3538,3,124
도림포도원,39151,360,379,360,379,0,23
도원고개(도원역),36001,2799,2292,2759,2292,40,164
도원고개(동구청방향),36170,34,56,34,56,0,2
도원동행정복지센터,35180,1875,2308,1860,2308,15,134
도원동행정복지센터,36128,93,139,93,139,0,7
도원동행정복지센터(앞),35788,140,154,140,154,0,9
도원동행정복지센터(앞),35798,191,111,191,111,0,9
도원역(인천축구전용경기장),35176,6038,3856,5996,3856,42,319
도원역(인천축구전용경기장),37549,1163,2870,1157,2870,6,130
도장골삼거리,44122,2,6,2,6,0,0
도장재마을,43167,12,0,12,0,0,0
도장재마을,43225,2,21,2,21,0,0
도화1동행정복지센터,37340,11197,9654,11149,9654,48,672
도화IC,37356,23628,19197,23610,19197,18,1381
도화e편한세상604동,37578,504,67,504,67,0,18
도화e편한세상아파트,37612,222,1594,222,1594,0,58
도화e편한세상아파트,37613,4100,1537,4099,1537,1,181
도화e편한세상아파트5단지,37624,2966,861,2966,861,0,123
도화e편한세상아파트6단지,37626,1846,3699,1846,3699,0,178
도화동신협(구박문여고),36003,10633,4453,10625,4453,8,486
도화동신협(구박문여고),37499,4935,8080,4929,8080,6,419
도화사거리.도화역,37390,858,593,858,593,0,46
도화사거리.도화역,37392,254,1165,254,1165,0,45
도화사거리·더샵인천스카이타워,37673,6605,3326,6602,3326,3,320
도화사거리·더샵인천스카이타워,37674,2167,6204,2153,6204,14,270
도화서희스타힐스,37625,908,2169,908,2169,0,99
도화역,37629,5825,6403,5825,6403,0,394
도화초등학교.수봉도서관,37366,6950,6022,6928,6022,22,418
도화초등학교.수봉도서관,37367,11515,11897,11496,11897,19,755
독골사거리,42175,2923,1313,2923,1313,0,136
독배로317번길(삼거리),37634,7023,224,7023,224,0,233
독장골,43351,5,16,5,16,0,0
독장골,43846,8,2,7,2,1,0
독정역(서구동구예비군훈련장),42377,4008,3468,3997,3468,11,241
독정역(서구동구예비군훈련장),42378,8602,5456,8586,5456,16,453
독정이고개,37234,28223,19753,28117,19753,106,1547
독정이고개,37238,19064,26545,18983,26545,81,1471
돈대마을,43925,31,4,30,4,1,1
돈대마을,43926,4,13,4,13,0,0
돈대모루,43422,4,19,4,19,0,0
돈대모루,43447,14,13,13,13,1,0
돌머루(대산종점),43707,91,54,90,54,1,4
돌산밑,35320,182,22,182,22,0,6
돌산밑,35396,10,235,10,235,0,7
돌성,43364,39,229,37,229,2,8
돌성,43587,217,53,209,53,8,8
돌팍재삼거리,35273,643,671,643,671,0,42
돌팍재삼거리,35277,778,615,775,615,3,44
돌팍재한뿌리,35304,217,242,217,242,0,14
돌팍재한뿌리,35315,157,314,157,314,0,15
동강리,35245,111,73,111,73,0,5
동강리,35246,93,78,89,78,4,5
동강리,35317,16,64,16,64,0,2
동강리,35393,88,37,88,37,0,4
동검도삼거리,43223,2,29,2,29,0,1
동검도삼거리,43642,70,0,67,0,3,2
동검리마을회관입구,90069,0,16,0,16,0,0
동검리마을회관입구,90070,6,0,6,0,0,0
동검리입구,43856,1,18,1,18,0,0
동검리입구,43877,29,20,29,20,0,1
동검리종점,43889,66,21,66,21,0,2
동검상회,43519,0,1,0,1,0,0
동광리어,41083,1164,473,1164,473,0,52
동광리어,41084,632,2204,632,2204,0,91
동광제일교회,40411,474,541,474,541,0,32
동교동삼거리,22012,5586,44,5586,44,0,181
동교동삼거리,23033,151,4400,151,4400,0,146
동구선거관리위원회,36110,3138,9315,3105,9315,33,401
동구청,36011,602,600,602,600,0,38
동구청소년수련관.달동네박물관,36026,15799,13937,15699,13937,100,959
동국제강,36068,1895,3438,1888,3438,7,172
동국제강,36074,351,192,336,192,15,17
동국제강후문,36069,130,704,129,704,1,26
동국제강후문,36070,1038,117,1037,117,1,37
동남스포피아,38226,8820,7000,8812,7000,8,510
동남스포피아,38227,10004,8351,9988,8351,16,592
동남아파트,38267,977,4974,977,4974,0,191
동남아파트,38268,2014,910,2014,910,0,94
동남아파트,70039,570,581,561,581,9,37
동남아파트(무지개아파트),38337,978,3434,801,3434,177,142
동녘개,90147,0,12,0,12,0,0
동녘개,90148,37,10,37,10,0,1
동녘마을입구,39660,15,657,15,657,0,21
동들머리,43705,7,5,7,5,0,0
동들머리,43885,12,19,11,19,1,1
동막교회,43499,8,32,8,32,0,1
동막교회,43514,35,6,35,6,0,1
동막역(1번출구),38039,34837,53043,34790,53043,47,2834
동막역(3번출구),38433,48706,26737,48686,26737,20,2433
동막역(4번출구),38338,10221,987,10219,987,2,361
동막초등학교,38054,877,3186,875,3186,2,131
동막해변,43408,81,183,80,183,1,8
동막해변,43511,253,61,248,61,5,10
동문아파트,42436,13502,13621,13487,13621,15,874
동방중학교,92038,49,104,49,104,0,4
동방초등학교,92037,14,87,14,87,0,3
동보2차아파트,41053,32,630,32,630,0,21
동보2차아파트,41059,865,78,853,78,12,30
동보노빌리티,35488,3012,2990,3012,2990,0,193
동보노빌리티,35489,3377,2627,3377,2627,0,193
동보아파트,39125,2517,4932,2517,4932,0,240
동보아파트,39126,5169,1598,5169,1598,0,218
동보아파트,41056,3727,432,3727,432,0,134
동보아파트,41063,697,3400,697,3400,0,132
동보아파트,41136,364,1038,360,1038,4,45
동보아파트,41143,12252,16049,12216,16049,36,912
동보아파트,70040,314,659,300,659,14,31
동보아파트후문,41129,1132,309,1124,309,8,46
동부아파트,36052,1319,2401,1296,2401,23,120
동부아파트,37192,510,491,510,491,0,32
동산고,36018,8377,2963,8363,2963,14,365
동산고등학교,36021,4250,9447,4243,9447,7,441
동산교회,36010,1664,2767,1656,2767,8,142
동산교회,36012,3022,3412,3016,3412,6,207
동산교회,90303,1,1,1,1,0,0
동산리마을회관,90302,44,22,44,22,0,2
동산리입구,90291,5,5,5,5,0,0
동산리입구,90299,4,0,4,0,0,0
동산중고등학교(인천재능대정문),36029,3789,822,3787,822,2,148
동산휴먼시아2단지,36022,2546,593,2544,593,2,101
동산휴먼시아2단지,36023,946,3783,944,3783,2,152
동서식품,40623,2595,2456,2590,2456,5,162
동서식품,40624,1792,3531,1787,3531,5,171
동성.길훈아파트,42495,2900,4622,2896,4622,4,242
동성아파트,42496,4540,1986,4534,1986,6,210
동수교회,40184,150,1081,135,1081,15,39
동수역,40108,3245,5297,3233,5297,12,275
동수역,40110,7226,5988,7198,5988,28,426
동수역,40124,1734,11367,1727,11367,7,422
동수치안센터,40188,8299,8697,8274,8697,25,548
동수치안센터,40189,11260,11521,11251,11521,9,734
동아.팬더아파트,39233,6634,9797,6611,9797,23,530
동아.팬더아파트,39236,10373,5899,10342,5899,31,524
동아2단지정문,40324,1366,522,1356,522,10,60
동아금호아파트,38344,5170,12910,5168,12910,2,583
동아금호아파트,38347,7509,2622,7495,2622,14,326
동아아파트,37248,878,1153,878,1153,0,65
동아아파트,41070,2685,942,2667,942,18,117
동아아파트,41072,740,2149,735,2149,5,93
동아아파트,41403,1177,3931,1177,3931,0,164
동아아파트,42404,3253,4096,3253,4096,0,237
동아아파트,42406,5726,2820,5726,2820,0,275
동아아파트후문,40257,2272,2711,2256,2711,16,160
동아아파트후문,40258,2578,1575,2573,1575,5,133
동아전기,42647,593,737,593,737,0,42
동아전기,42725,1102,803,1102,803,0,61
동아정밀,42037,1317,2552,1316,2552,1,124
동아풍림아파트,37037,12703,15583,12697,15583,6,912
동암국민주택,40014,3178,815,3151,815,27,128
동암국민주택,40015,649,1934,642,1934,7,83
동암남부역,40034,37656,26458,37656,26458,0,2068
동암남부역,40797,127171,107498,126705,107498,466,7569
동암남부역,40861,771,6689,771,6689,0,240
동암남부역,40862,18128,13460,18128,13460,0,1018
동암북부역,40013,30710,15583,30625,15583,85,1493
동암북부역,40035,10024,30099,9970,30099,54,1294
동암북부역광장,40800,69587,52542,69305,52542,282,3939
동암사거리,40001,13016,14681,13011,14681,5,893
동암사거리,40003,3247,5560,3236,5560,11,284
동양도서관,41522,5931,3578,5920,3578,11,306
동양도서관(휴먼빌아파트),41523,3527,4187,3517,4187,10,248
동양엔파트4단지,42820,2559,4105,2557,4105,2,214
동양엔파트4단지,42837,4142,2069,4137,2069,5,200
동양엔파트5단지,42986,2698,2957,2696,2957,2,182
동양자이입구,41554,2258,3429,2251,3429,7,183
동양자이입구,41555,2506,2073,2502,2073,4,147
동양장사거리,37301,7527,6080,7508,6080,19,438
동양주공1.2단지,41372,10592,2836,10547,2836,45,433
동양주공1.2단지,41373,2664,7144,2647,7144,17,316
동양지구1단지정문,41521,645,1781,645,1781,0,78
동양지구입구,41445,4222,396,4202,396,20,148
동양지구입구,41446,1052,5481,1052,5481,0,210
동양하이테크,42966,23,275,23,275,0,9
동원로얄듀크마리나포레,35890,1208,547,1208,547,0,56
동원로얄듀크마리나포레,35891,371,907,371,907,0,41
동원아파트,25166,201,292,199,292,2,15
동원아파트,25167,367,164,363,164,4,17
동원아파트,37376,4688,1931,4684,1931,4,213
동원아파트,37379,1661,2694,1659,2694,2,140
동인천,35188,26489,34061,26489,34061,0,1953
동인천(우리은행앞),35517,579,421,549,421,30,32
동인천동행정복지센터,35795,27,345,27,345,0,12
동인천동행정복지센터,35805,60,80,60,80,0,4
동인천역,35185,95448,43891,95223,43891,225,4494
동인천역,35187,4265,9517,4242,9517,23,444
동인천역,35191,67019,83549,66779,83549,240,4857
동인천역,35192,9697,21518,9616,21518,81,1006
동인천역북광장,36136,24783,15922,24698,15922,85,1313
동인천역북광장,36137,29529,16040,29474,16040,55,1469
동인천중학교,39229,1289,750,1281,750,8,65
동인천중학교,39230,1687,1128,1677,1128,10,90
동일방직,36031,3636,3060,3617,3060,19,216
동일방직,36032,3335,2769,3319,2769,16,196
동일아파트,35177,453,1349,443,1349,10,58
동작세무서,20005,57,391,57,391,0,14
동주농장,43349,3,12,3,12,0,0
동주농장,43401,32,3,31,3,1,1
동촌,43407,109,0,107,0,2,3
동촌,43793,5,78,5,78,0,2
동춘2동행정복지센터,38045,971,5249,968,5249,3,200
동춘2동행정복지센터,38046,4822,667,4815,667,7,177
동춘동종점,38037,331,819,317,819,14,37
동춘동차고지,38569,441,260,420,260,21,22
동춘롤러경기장,38704,230,468,228,468,2,22
동춘마을아파트,38082,5896,5578,5891,5578,5,370
동춘마을아파트,38087,2887,6661,2886,6661,1,308
동춘역,38346,32357,21223,32305,21223,52,1728
동춘역(이마트),38060,13988,615,13988,615,0,471
동춘역(이마트.스퀘어원),38070,28951,38473,28947,38473,4,2174
돼지슈퍼.간동입구,80019,86,824,86,824,0,29
두두미마을,43289,10,0,10,0,0,0
두두미마을,43869,0,11,0,11,0,0
두밀경노당,89328,10,161,10,161,0,5
두밀경노당,89331,130,6,126,6,4,4
두산아파트,40564,1895,3224,1863,3224,32,165
두산위브아파트,37043,14615,8408,14603,8408,12,742
두산위브아파트,40630,11092,532,11088,532,4,374
두산위브아파트,40648,431,1224,431,1224,0,53
두운1리마을회관앞,90047,4,57,3,57,1,1
두운1리마을회관앞,90048,32,4,32,4,0,1
두운리,43034,28,40,28,40,0,2
두운리,43540,129,201,129,201,0,10
둑실경로당,41498,0,28,0,28,0,0
둑실경로당,41514,46,0,46,0,0,1
둑실동(아라마루전망대),41494,6,42,6,42,0,1
둑실동(아라마루전망대),41512,122,1,122,1,0,3
둑실동회차지,41500,46,21,46,21,0,2
둥개마을오거리,35861,1,46,1,46,0,1
둥개마을오거리,35862,11,0,11,0,0,0
둥깨마을입구(세븐일레븐),35721,38,18,38,18,0,1
둥깨마을입구(세븐일레븐),35722,75,21,72,21,3,3
둥깨마을입구(용성철강),35723,3,31,3,31,0,1
둥깨마을입구(용성철강),35724,7,3,7,3,0,0
뒤골입구,35668,32,1,32,1,0,1
뒤골입구,35669,2,17,2,17,0,0
뒷골 입구,90377,4,11,4,11,0,0
뒷골 입구,90380,16,0,16,0,0,0
뒷방죽들,39959,850,27,850,27,0,28
뒷방죽들,39960,6025,7808,6024,7808,1,446
드라이빙센터,35589,27,1682,27,1682,0,55
드림로갈산교,41342,250,40,250,40,0,9
드림로갈산교,41343,36,802,36,802,0,27
드림파크야생화단지,89363,2065,138,2009,138,56,71
드림파크야생화단지,89364,35,1990,6,1990,29,65
드무리해변,44011,42,519,42,519,0,18
드무리해변,44012,682,39,679,39,3,23
디에스솔텍,39035,3370,2425,3370,2425,0,186
디에스솔텍,39038,2010,2224,2010,2224,0,136
디에트로더힐,89455,4349,4902,4349,4902,0,298
디에트로더힐,89464,540,4,540,4,0,17
디에트르더힐(고산터널),89396,4031,5957,4031,5957,0,322
뗏마루어린이공원·신화아파트,39405,4441,6259,4415,6259,26,345
라마다 인천호텔,92075,191,1043,191,1043,0,39
라이크홈기숙사앞,39993,1460,1313,1460,1313,0,89
라이크홈기숙사앞,39994,2200,1414,2200,1414,0,116
라이크홈기숙사앞,39995,1052,56,1050,56,2,35
라이크홈기숙사앞,39996,23,510,23,510,0,17
라이프쇼핑앞,35070,5570,4992,5490,4992,80,340
라이프아파트,35060,147,5376,137,5376,10,178
라이프아파트,35062,12852,97,12800,97,52,417
"래미안아파트,파이낸셜뉴스",22905,6416,4222,6416,4222,0,343
래미안아파트파이낸셜뉴스,31072,959,2437,959,2437,0,109
래미안아파트파이낸셜뉴스,32002,3046,1873,3046,1873,0,158
랜드마크시티1호수변공원,38767,35,42,35,42,0,2
