정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
(구)국제여객터미널,35051,19,1169,9,1169,10,38
(구)국제여객터미널,35052,1554,20,1544,20,10,50
(구)시민회관사거리,37319,4794,44340,4767,44340,27,1584
(구)시민회관사거리,37326,93402,18325,93294,18325,108,3604
(주)경동세라믹스,89146,611,24,610,24,1,20
(주)경인양행앞,42096,1083,980,1083,980,0,66
(주)경인양행앞,42097,1896,3882,1896,3882,0,186
(주)대한특수금속,39050,1159,68,1159,68,0,39
(주)두남,39135,202,55,202,55,0,8
(주)세모입구(린나이코리아),37585,1283,1916,1283,1916,0,103
(주)세모입구(린나이코리아),40893,318,745,318,745,0,34
(주)스킨이데아,89388,418,414,418,414,0,26
(주)스킨이데아,89389,2209,13,2209,13,0,71
(주)씨피엔텍,39133,532,3404,530,3404,2,126
(주)씨피엔텍,39134,1955,419,1947,419,8,76
(주)창원,39029,3331,2859,3329,2859,2,199
(주)창원,39030,3914,3663,3914,3663,0,244
(주)하나금속,39124,9,67,9,67,0,2
17사단.다임메가타운,40895,1994,4708,1994,4708,0,216
17사단입구,40832,22,464,20,464,2,15
1차풍림아이원,42642,5142,14,5142,14,0,166
2001아울렛,40154,3336,5319,3336,5319,0,279
2001아울렛,40159,30444,12923,30403,12923,41,1398
2001아울렛,40162,10417,21280,10392,21280,25,1022
2001아울렛부평점,40158,4522,2266,4494,2266,28,218
2차풍림아이원,42584,27,11071,27,11071,0,358
3단지,40736,185,1545,185,1545,0,55
3단지관리사무소,40107,1693,430,1693,430,0,68
41번구종점,42174,1951,6229,1950,6229,1,263
510번차고지,36145,947,356,946,356,1,42
540번종점,39470,3343,31,3315,31,28,108
6공단사거리,37577,276,2458,274,2458,2,88
6공단입구,37442,613,877,611,877,2,48
6공단입구,37443,992,1681,992,1681,0,86
8부두,35181,168,1882,165,1882,3,66
8부두,35182,1510,1963,1504,1963,6,112
CJ인천2공장,35591,301,3025,299,3025,2,107
CJ인천2공장,35592,2200,93,2198,93,2,73
E편한세상,42453,3105,1617,3102,1617,3,152
E편한세상,42649,1370,3166,1367,3166,3,146
E편한세상,42726,3179,1577,3176,1577,3,153
GM물류센터,40568,470,1224,470,1224,0,54
GS25편의점,36142,1147,2630,1124,2630,23,121
GS내리주유소,44130,0,1,0,1,0,0
GS내리주유소,44147,2,0,1,0,1,0
GS칼텍스,35168,537,41,530,41,7,18
GS칼텍스,35557,6,2061,6,2061,0,66
GS칼텍스,89220,124,592,124,592,0,23
GS칼텍스,89224,101,1298,101,1298,0,45
GS칼텍스주유소,39814,207,10,207,10,0,7
HD현대인프라코어,36081,651,1532,651,1532,0,70
HD현대인프라코어,36083,2209,1017,2195,1017,14,104
HD현대인프라코어후문,36077,23,747,12,747,11,24
HD현대인프라코어후문,36078,3839,831,3834,831,5,150
JC회관,37383,4002,4188,3993,4188,9,264
JST기술연구소,89491,3,1557,3,1557,0,50
JST기술연구소,89492,546,27,540,27,6,18
KCC아파트,42391,2201,1611,2200,1611,1,122
KG스틸,42008,2317,4249,2308,4249,9,211
KTX광명역4번출구,58057,2858,17,2858,17,0,92
KT부평지사,40381,10218,6734,10142,6734,76,546
KT부평지사,40384,7236,12846,7215,12846,21,647
KT서인천지사,42932,1465,2564,1464,2564,1,129
KT서인천지사,42933,1714,930,1712,930,2,85
KT송도지점,38568,714,449,714,449,0,37
KT온수분국,43523,703,282,703,282,0,31
KT인천공항지사,35095,232,82,231,82,1,10
KT인천공항지사,35109,6825,3356,6806,3356,19,328
KT인천지사,37415,6153,4315,6126,4315,27,337
KT인천지사,39319,8162,4857,8103,4857,59,419
KT중동지사,55081,852,196,847,196,5,33
KT중동지사,55082,148,1198,148,1198,0,43
LG마그나,89029,6367,2563,6361,2563,6,288
LG마그나,89264,3057,5462,3057,5462,0,274
LG물류센터,39043,408,156,408,156,0,18
LG물류센터,39044,76,543,76,543,0,19
LG전자(주),42297,4634,4065,4634,4065,0,280
LH1단지,35494,9268,4467,9265,4467,3,443
LH1단지,35495,4770,6400,4769,6400,1,360
LH49단지행복주택아파트,35768,756,1431,755,1431,1,70
LH49단지행복주택아파트,35769,1942,800,1942,800,0,88
LH7단지,35451,3552,1903,3547,1903,5,175
LH7단지,35452,2264,3424,2264,3424,0,183
LH미추홀3단지,37222,3040,6438,2997,6438,43,305
LH미추홀3단지,37635,6618,2934,6593,2934,25,308
LH웨스턴블루힐정문,89184,1549,3323,1548,3323,1,157
LH웨스턴블루힐정문,89185,4114,3628,4106,3628,8,249
NKG물류센터,89212,275,80,275,80,0,11
SK.GS주유소,89230,1384,1639,1384,1639,0,97
SK.GS주유소,89231,1752,1881,1752,1881,0,117
SKLPG충전사업소,35636,868,27,855,27,13,28
SKLPG충전사업소,35638,33,880,7,880,26,29
SK뷰아파트,42888,1402,5662,1402,5662,0,227
SK뷰아파트,42889,7595,1209,7595,1209,0,284
SK스카이뷰,37601,410,31326,408,31326,2,1023
SK스카이뷰104동,37587,6861,45,6861,45,0,222
SK스카이뷰109동,37607,7519,62,7519,62,0,244
SK인천석유화학,42767,1305,659,1295,659,10,63
SK인천석유화학,42768,401,731,401,731,0,36
SK주유소,42956,257,297,257,297,0,17
SK주유소앞,35287,1378,137,1375,137,3,48
SK주유소앞,35539,69,1339,69,1339,0,45
SK충전소,35085,32,2468,24,2468,8,80
e편한세상 정문,38624,20602,1262,20597,1262,5,705
e편한세상(109동 앞),32062,689,1328,689,1328,0,65
e편한세상(109동앞),38643,1018,497,1018,497,0,48
e편한세상1차(정문),35662,540,1005,539,1005,1,49
e편한세상1차(정문),35663,1435,485,1435,485,0,61
e편한세상계양,41037,14605,3570,14591,3570,14,586
e편한세상계양,41038,4974,14375,4968,14375,6,624
e편한세상영종센텀베뉴정문,35510,1255,4415,1255,4415,0,182
e편한세상영종오션하임,35674,1693,681,1693,681,0,76
e편한세상영종오션하임,35761,641,1704,641,1704,0,75
e편한세상영종하늘도시,35646,476,678,475,678,1,37
e편한세상영종하늘도시,35647,253,384,253,384,0,20
gym80fitness,37081,2632,886,2619,886,13,113
가경공원,89365,1044,545,1044,545,0,51
가구단지사거리,37455,2795,3660,2784,3660,11,208
가구단지사거리,37456,2890,2091,2889,2091,1,160
가구전시장,42072,356,550,356,550,0,29
가구전시장,42074,763,512,761,512,2,41
가나안마을앞,43904,0,15,0,15,0,0
가나안마을앞,43905,36,1,34,1,2,1
가능포,43969,3,5,3,5,0,0
가능포,43970,0,25,0,25,0,0
가림고등학교,42078,11211,13032,11168,13032,43,782
가야,42807,1107,4,1107,4,0,35
가야,42808,25,1235,25,1235,0,40
가오대입구,80033,119,383,114,383,5,16
가오대입구,80034,93,648,92,648,1,23
가원초등학교,42952,5800,4678,5793,4678,7,338
가원초등학교,89118,2748,5301,2739,5301,9,259
가재우물터,35678,15,10,15,10,0,0
가재우물터,35700,6,21,6,21,0,0
가재울사거리,42039,2221,5573,2219,5573,2,251
가재울사거리,42042,8573,4653,8547,4653,26,426
가재울역,42034,2454,3148,2445,3148,9,180
가재울역,42035,3788,2159,3770,2159,18,191
가정(루원시티)역,89050,6435,52441,6435,52441,0,1899
가정(루원시티)역,89051,69694,8713,69694,8713,0,2529
가정(루원시티)역,89075,73866,77961,73812,77961,54,4897
가정(루원시티)역,89078,80341,69755,80296,69755,45,4841
가정3동성당,42226,433,3477,432,3477,1,126
가정LH3단지정문앞,89041,18557,3942,18518,3942,39,725
가정고등학교,42200,11384,4343,11268,4343,116,507
가정고등학교,42203,3297,7993,3280,7993,17,364
가정교,89502,107,1205,98,1205,9,42
가정교,89503,1623,247,1620,247,3,60
가정교차로,89390,357,915,356,915,1,41
가정교차로,89391,308,2490,308,2490,0,90
가정동성당,89102,3206,3730,3202,3730,4,223
가정동성당,89105,2520,1724,2514,1724,6,136
가정보금자리,89119,1464,712,1464,712,0,70
가정보금자리,89120,90,1473,90,1473,0,50
가정여자중학교,42041,928,8176,916,8176,12,293
가정여중입구,89303,897,984,870,984,27,60
가정중앙시장역,42215,1059,1369,1058,1369,1,78
가정중앙시장역,42219,1234,1507,1221,1507,13,88
가정택지삼거리,89385,263,136,263,136,0,12
가정택지삼거리,89386,157,520,157,520,0,21
가정휴먼시아3단지,89186,1349,1630,1349,1630,0,96
가정휴먼시아3단지,89187,1719,1762,1719,1762,0,112
가좌2동행정복지센터,42073,6045,420,5998,420,47,208
가좌2동행정복지센터,42076,135,4930,125,4930,10,163
가좌3동행정복지센터,42075,12365,12617,12309,12617,56,805
가좌4동행정복지센터,42062,5122,6792,5088,6792,34,384
가좌고등학교,42060,15108,11654,15040,11654,68,863
가좌고등학교,42061,5377,8045,5340,8045,37,432
가좌공단,42526,28,9408,23,9408,5,304
가좌공단,42945,7471,267,7467,267,4,249
가좌교회,42055,3289,7558,3278,7558,11,349
가좌교회,42057,3750,3477,3744,3477,6,233
가좌녹지공원,42029,1798,4017,1784,4017,14,187
가좌녹지공원,42030,2291,1744,2277,1744,14,130
가좌농협,42066,8631,6573,8567,6573,64,490
가좌농협,42067,6092,6228,6029,6228,63,397
가좌동차고,42939,2041,262,1966,262,75,74
가좌동차고지,42522,101,1028,24,1028,77,36
가좌두산위브104동앞,42090,4774,3152,4752,3152,22,255
가좌사거리,42043,28,264,20,264,8,9
가좌사거리,42044,491,4838,466,4838,25,171
가좌진주아파트,42100,13738,27890,13688,27890,50,1342
가좌체육공원,42058,7548,1192,7508,1192,40,281
가좌초등학교,42069,3669,4323,3657,4323,12,257
가좌초등학교,42070,3633,2350,3628,2350,5,193
가좌테니스장,37454,2091,1012,2090,1012,1,100
가좌테니스장,37457,804,1141,804,1141,0,62
가좌현대아파트,42130,7923,2153,7912,2153,11,325
가좌현대아파트,42133,654,8047,650,8047,4,280
가좌홈플러스(쌍마아파트),42101,10988,7762,10900,7762,88,604
가좌홈플러스(쌍마아파트),42103,7780,12263,7705,12263,75,646
가좌환경사업소,42631,7628,4746,7618,4746,10,399
가좌환경사업소 북측,89341,220,370,220,370,0,19
가좌환경사업소북측,89342,23,210,23,210,0,7
가천대학교,38270,1119,969,1119,969,0,67
가천대학교,38284,7863,2799,7863,2799,0,343
가천대학교(노인복지회관),38269,716,1044,716,1044,0,56
가천의대,43237,5,21,5,21,0,0
가천의대,43897,2,1,2,1,0,0
가톨릭대,43156,3,2,3,2,0,0
가톨릭대,43325,0,54,0,54,0,1
가현오일뱅크,42734,40,17,40,17,0,1
가현중학교,42722,3027,2170,3001,2170,26,167
가현초교앞(루에블리아파트),89242,2223,3694,2206,3694,17,190
가현초교앞(센트럴타운아파트),89243,5117,1648,5112,1648,5,218
각곡,43602,7,89,7,89,0,3
각곡,43772,134,6,122,6,12,4
간석4거리,39538,251,245,246,245,5,16
간석4동새마을금고,39343,3088,6118,3056,6118,32,296
간석4동새마을금고,39346,3010,2552,2997,2552,13,179
간석4동행정복지센터,39403,3926,7040,3926,7040,0,353
간석4동행정복지센터,39412,4463,2502,4463,2502,0,224
간석금호어울림아파트,39334,24785,12876,24720,12876,65,1214
간석남부역,37429,3840,923,3840,923,0,153
간석남부역,37435,6877,2492,6812,2492,65,302
간석남부역,37529,1660,3409,1660,3409,0,163
간석동용광경로당,39394,953,609,934,609,19,50
간석래미안.자이,39333,16218,17381,16180,17381,38,1083
간석북부역,39806,4439,35,4366,35,73,144
간석북부역,39807,131,2910,77,2910,54,98
간석북부역·우성1차,39368,12739,5027,12739,5027,0,573
간석북부역·우성1차,39370,5762,10355,5762,10355,0,519
간석사거리,39413,12716,9064,12701,9064,15,702
간석사거리,39414,4684,9745,4676,9745,8,465
간석사거리,39430,2478,2532,2445,2532,33,161
간석사거리(상인천중학교),39422,12460,28478,12359,28478,101,1320
간석사거리(상인천중학교),39426,32186,18955,32091,18955,95,1649
간석시장,39434,12751,30841,12664,30841,87,1406
간석시장,39436,56224,30517,56036,30517,188,2798
간석시장,39437,15488,21780,15465,21780,23,1202
간석오거리,39460,15714,13264,15665,13264,49,934
간석오거리,39597,3940,3542,3910,3542,30,241
간석오거리(교원공제조합),39444,35298,28744,35200,28744,98,2065
간석오거리(인천웨딩홀),39406,8225,11870,8180,11870,45,648
간석오거리(인천웨딩홀),39423,34015,20597,33891,20597,124,1761
간석오거리역(7번출구),39447,17104,33248,17091,33248,13,1624
간석오거리역(8번출구),39449,61205,73348,61132,73348,73,4340
간석지구대,39535,499,686,494,686,5,38
간석지구대,39536,530,634,522,634,8,37
간석풍림아파트,92053,736,724,716,724,20,47
간석한신더휴아파트맞은편,37447,2541,516,2541,516,0,98
간재울초등학교,42347,5370,4212,5367,4212,3,309
간촌,43504,18,27,16,27,2,1
간촌,43518,26,16,26,16,0,1
갈산대동아파트,40550,360,697,360,697,0,34
갈산동아아파트,40567,1729,1611,1728,1611,1,107
갈산동입구,40622,38,3235,38,3235,0,105
갈산동천주교회,40652,958,5106,958,5106,0,195
갈산동천주교회맞은편,40650,6564,5214,6562,5214,2,379
갈산두산아파트,40544,4452,6006,4449,6006,3,337
갈산사거리,40631,2699,5073,2699,5073,0,250
갈산사거리,40634,3334,4961,3334,4961,0,267
갈산새마을금고,40635,8353,2173,8353,2173,0,339
갈산시장,40628,6977,6589,6973,6589,4,437
갈산시장.갈산도서관,40629,2397,5889,2397,5889,0,267
갈산역,40601,35770,12223,35767,12223,3,1548
갈산역,40602,10157,42051,10151,42051,6,1684
갈산역(1번출구),40604,21541,6714,21488,6714,53,911
갈산역(부평4공단)4번출구,40606,5997,16537,5982,16537,15,726
갈산주공1단지,40578,3012,2506,3012,2506,0,178
갈산주공1단지105동,40813,4228,2390,4225,2390,3,213
갈산주공2단지,40562,497,1134,497,1134,0,52
갈산주공2단지,40577,3599,7276,3593,7276,6,350
갈산태화아파트,40542,579,1210,579,1210,0,57
갈산태화아파트,40664,4944,934,4944,934,0,189
갈산태화아파트,40666,289,1569,289,1569,0,59
갈산태화아파트,40667,677,3018,677,3018,0,119
갈월초등학교,40531,141,1027,141,1027,0,37
갈현경로당,41491,58,325,58,325,0,12
갈현경로당앞,41607,166,60,166,60,0,7
갈현교,41608,9,2,9,2,0,0
갈현교,41609,0,10,0,10,0,0
갈현교입구,41492,145,30,145,30,0,5
갈현교입구,41617,7,172,7,172,0,5
갈현동마을,41351,658,638,656,638,2,41
갈현동마을,41352,204,954,203,954,1,37
갑곶돈대.강화전쟁박물관,43365,9,6,9,6,0,0
갑곶돈대.강화전쟁박물관,43728,2,17,2,17,0,0
갑곶돈대입구,43367,6,18,6,18,0,0
갑곶돈대입구,43726,14,5,13,5,1,0
갑륭초교,43374,1,1,1,1,0,0
갑륭초교,43724,9,167,9,167,0,5
갑문,35125,9,505,9,505,0,16
갑문,35504,189,6,189,6,0,6
강남시장,42172,19364,13340,19250,13340,114,1054
강남시장,42173,11750,11391,11707,11391,43,746
강남역도시에빛,31076,3744,6220,3744,6220,0,321
강남역서초현대타워앞,31016,43978,27794,43978,27794,0,2315
강남중교,43213,154,31,154,31,0,5
강남중교,43278,10,199,10,199,0,6
강서중학교,43660,9,132,8,132,1,4
강서중학교,43898,176,5,168,5,8,5
강인여객,40020,1065,1424,1062,1424,3,80
강인여객,40022,1129,828,1128,828,1,63
강화갯벌장어,43633,9,0,8,0,1,0
강화갯벌장어,43671,0,24,0,24,0,0
강화경찰서,43209,215,32,201,32,14,7
강화경찰서,43624,5,218,5,218,0,7
강화고등학교,43564,6,31,6,31,0,1
강화고등학교,43761,93,34,93,34,0,4
강화군 행복센터,43055,123,1668,120,1668,3,57
강화군 행복센터,43056,2,180,2,180,0,5
강화군노인문화센터,90373,2,13,2,13,0,0
강화군노인문화센터,90374,10,15,10,15,0,0
강화군청,43065,3200,862,3069,862,131,131
강화군청,43108,754,2506,740,2506,14,105
강화루지.강남상회,43150,86,71,86,71,0,5
강화루지.강남상회,43250,46,123,45,123,1,5
강화마니산,43001,29,58,28,58,1,2
강화마니산,43002,441,171,437,171,4,19
강화문화원.종합전시관,43097,2,32,2,32,0,1
강화문화원.종합전시관,43098,48,553,47,553,1,19
강화병원,43088,41,1518,33,1518,8,50
강화병원,43089,864,46,862,46,2,29
강화산단,90123,0,12,0,12,0,0
강화산단입구,90096,5,14,5,14,0,0
강화산단입구,90097,9,1,9,1,0,0
강화산성서문,43080,6,29,6,29,0,1
강화산성서문,43081,11,46,11,46,0,1
강화서문,43063,634,313,632,313,2,30
강화서문,43064,276,457,261,457,15,23
강화수양관앞,43467,48,26,48,26,0,2
강화수양관앞,43732,16,20,16,20,0,1
강화슈퍼,43066,600,1067,596,1067,4,53
강화슈퍼,43068,1391,462,1310,462,81,59
강화실버케어스앞,43975,12,110,12,110,0,3
강화실버케어스앞,43976,31,55,29,55,2,2
강화여자중학교,90334,0,21,0,21,0,0
강화역사박물관(고인돌),43601,306,21,298,21,8,10
강화역사박물관(고인돌),43670,17,368,15,368,2,12
강화장례식장,43918,1343,90,1303,90,40,46
강화장례식장,43946,37,1573,29,1573,8,51
강화중학교,43207,24,45,21,45,3,2
강화중학교,43623,7,54,7,54,0,1
강화터미널,43058,0,1,0,1,0,0
강화터미널,43096,44865,1357,43635,1357,1230,1491
개항동 어울터,35197,9088,1660,9044,1660,44,346
개항동 어울터,35198,2203,8974,2198,8974,5,360
개화2치안센터,25023,37,1545,36,1545,1,51
개화2치안센터,25024,1896,38,1895,38,1,62
개화역1번출구.개화검문소,25030,149,6389,148,6389,1,210
개화역1번출구.개화검문소,25031,2110,242,2109,242,1,75
개화역광역환승센터,25182,1182,2073,1182,2073,0,105
갤러리84입구,35666,129,10,126,10,3,4
갤러리84입구,35667,72,138,72,138,0,6
갯벌슈퍼,43410,1,19,1,19,0,0
갯벌슈퍼,43513,9,13,9,13,0,0
거북시장,42132,13223,11547,13107,11547,116,799
거북시장,42136,12427,10937,12359,10937,68,753
거산정공.(주)록키,39137,1426,2187,1426,2187,0,116
거잠포선착장,35302,74,198,74,198,0,8
거잠포선착장,35303,106,54,106,54,0,5
거잠포회센터,35588,64,12,62,12,2,2
건설기술교육원,39353,6102,11045,6099,11045,3,553
건설기술교육원,39354,5190,3962,5188,3962,2,295
건영아파트,38069,16245,40722,16224,40722,21,1837
건일아파트,43015,424,283,418,283,6,22
건일아파트,43094,303,300,303,300,0,19
건지사거리,42882,93,0,93,0,0,3
건지사거리,42883,0,250,0,250,0,8
건평,43168,52,50,51,50,1,3
건평,43186,1,42,1,42,0,1
건평리,43187,47,8,47,8,0,1
건평리,43651,2,47,2,47,0,1
건평마을회관,43594,11,42,9,42,2,1
건평입구,43170,1,10,1,10,0,0
건평입구,43331,2,14,2,14,0,0
걸포북변역,35560,44,3925,44,3925,0,128
걸포북변역,35610,2132,98,2132,98,0,71
걸포사거리.우리병원,35561,191,275,191,275,0,15
검단1차피오레,89457,404,188,404,188,0,19
검단1차피오레,89458,35,549,35,549,0,18
검단LH행복주택,89408,12884,3709,12884,3709,0,535
검단공구상가,89053,55,705,55,705,0,24
검단공구상가,89065,438,202,438,202,0,20
검단금호아파트,42557,1,116,1,116,0,3
검단금호아파트,42558,224,463,224,463,0,22
검단노인복지관,42695,157,549,148,549,9,22
검단농기구센터,89316,120,2,120,2,0,3
검단농기구센터,89324,5,183,5,183,0,6
검단농협,42432,26006,8959,25987,8959,19,1127
검단농협,42434,5229,14483,5217,14483,12,635
검단대성베르힐,89467,1539,270,1539,270,0,58
검단동행정복지센터(검단고교),42441,3814,8228,3804,8228,10,388
검단동행정복지센터(검단고교),42445,4325,4468,4323,4468,2,283
검단디에트르리버파크,89476,842,4277,839,4277,3,165
검단디에트르리버파크,89477,3160,774,3154,774,6,126
검단로제비앙라포레,89483,2497,14,2496,14,1,81
검단로제비앙라포레,89484,11,1026,11,1026,0,33
검단로지스틱스파크,41339,979,269,969,269,10,40
검단로지스틱스파크,42395,213,2945,211,2945,2,101
검단메가박스,42383,1848,1864,1842,1864,6,119
검단메가박스,42384,422,1033,422,1033,0,46
검단모아미래도엘리트,89466,531,2355,531,2355,0,93
검단모아엘가그랑데아파트,42483,7081,1363,7075,1363,6,272
검단사거리역,42419,15036,15002,15015,15002,21,968
검단사거리역,42426,1826,8460,1818,8460,8,331
검단사거리역,42427,7791,2939,7753,2939,38,346
검단사거리역,42537,11419,13371,11395,13371,24,799
검단산업단지(코뿔소),42805,102,1,102,1,0,3
검단산업단지(코뿔소),42806,2,58,1,58,1,1
검단소방서,42428,1157,4594,1147,4594,10,185
검단소방서,42431,306,2135,303,2135,3,78
검단신도시예미지더시그너스,89415,969,700,969,700,0,53
검단신도시예미지더시그너스,89416,484,495,484,495,0,31
검단신도시우미린리버포레,89409,5452,11743,5441,11743,11,554
검단신안인스빌어반퍼스트,89511,1491,29,1491,29,0,49
검단신안인스빌어반퍼스트,89512,58,1521,58,1521,0,50
검단오류공단,42702,18,516,18,516,0,17
검단오류공단,42703,275,18,275,18,0,9
검단오류역,89057,6031,739,6026,739,5,218
검단오류역,89060,506,5989,503,5989,3,209
검단오류역우방아이유쉘,89067,559,1000,559,1000,0,50
검단오류역우방아이유쉘,89068,1250,275,1246,275,4,49
검단오류풍림아이원,89251,148,403,148,403,0,17
검단오류풍림아이원,89252,452,181,452,181,0,20
검단우미린파크뷰1단지,89499,1193,64,1193,64,0,40
검단우미린파크뷰1단지,89500,97,260,97,260,0,11
검단우미린파크뷰2단지,89469,3289,1511,3289,1511,0,154
검단우미린파크뷰2단지,89501,1738,2436,1738,2436,0,134
검단우방아이유쉘아파트,42688,277,404,268,404,9,21
검단원흥아파트,42400,1630,987,1629,987,1,84
검단원흥아파트,42401,1159,2532,1158,2532,1,119
검단지식산업센타,89054,6907,164,6895,164,12,228
검단지식산업센타,89063,181,4640,178,4640,3,155
검단초등학교,42475,8548,3475,8522,3475,26,387
검단초등학교,42482,3469,6141,3468,6141,1,310
검단초등학교,89332,103,129,95,129,8,7
검단초등학교,89333,112,153,107,153,5,8
검단출장소,42423,14454,11222,14450,11222,4,828
검단출장소,42424,4221,9360,4215,9360,6,438
검단탑종합병원,42877,407,521,407,521,0,29
검단하나아파트,42421,2015,481,2012,481,3,80
검단하나아파트,42422,370,447,363,447,7,26
검문소,43662,4,5,3,5,1,0
검문소,43812,5,59,5,59,0,2
검문소,90042,1,4,1,4,0,0
검문소,90043,28,110,27,110,1,4
검바위역,42348,3761,960,3746,960,15,152
검바위역,42349,1051,4066,1048,4066,3,165
검암경서동행정복지센터,42352,1768,5844,1767,5844,1,245
검암경서동행정복지센터,42353,6063,1875,6059,1875,4,256
검암사거리,42356,2383,3595,2379,3595,4,192
검암사거리,42357,4169,2060,4160,2060,9,200
검암사거리,42358,6424,1940,6422,1940,2,269
검암역(시내방면),42364,12168,537,12141,537,27,409
검암역(원당방면),42363,3662,27931,3644,27931,18,1019
검암역.서해그랑블아파트,42360,5599,5622,5599,5622,0,361
검암역로열파크씨티푸르지오1단지,89167,10031,46,9966,46,65,325
검암역로열파크씨티푸르지오1단지,89168,19,8786,14,8786,5,284
검암역로열파크씨티푸르지오2단지,89169,524,63,516,63,8,18
검암역로열파크씨티푸르지오2단지,89170,35,5064,34,5064,1,164
검암역입구,42851,20591,8087,20584,8087,7,925
검암역입구,42852,9026,12510,9020,12510,6,694
검암역입구(시천교밑),89250,11953,3013,11953,3013,0,482
검암중학교,42359,3948,1801,3948,1801,0,185
검암중학교,42362,2355,2880,2355,2880,0,168
검암초등학교,42361,417,5707,417,5707,0,197
겐트대학교글로벌캠퍼스,38769,36,1,36,1,0,1
겐트대학교글로벌캠퍼스,38770,44,503,44,503,0,17
경기국제통상고.포도마을뉴서울.중앙공원,55042,621,1691,620,1691,1,74
경기국제통상고.포도마을뉴서울.중앙공원,55043,1219,990,1207,990,12,71
경기도학생교육원,43162,0,99,0,99,0,3
경기도학생교육원,43222,203,24,203,24,0,7
경기주유소,43051,66,395,66,395,0,14
경남1차,40343,8511,417,8423,417,88,288
경남1차아파트,40376,13385,6909,13367,6909,18,654
경남2차,40305,8960,71,8868,71,92,291
경남아너스빌,42099,2971,1542,2969,1542,2,145
경남아너스빌,42102,1509,2493,1508,2493,1,129
경남아너스빌아파트,42110,4990,2981,4983,2981,7,257
경남아너스빌아파트,42111,1686,2897,1679,2897,7,147
경남아파트,35143,7564,2543,7540,2543,24,326
경남아파트,35147,1365,2785,1355,2785,10,133
경남아파트,38281,8148,7403,8135,7403,13,501
경남아파트,41011,14993,3897,14934,3897,59,609
경남아파트,41014,3883,7948,3879,7948,4,381
경남아파트,42332,6901,3618,6896,3618,5,339
경남아파트,42334,3278,6625,3278,6625,0,319
경남아파트308동앞,40334,48,5176,46,5176,2,168
경남아파트311동앞,40300,26,5900,26,5900,0,191
경남아파트313동앞,40287,71,9534,40,9534,31,309
경동택배,89315,97,3,97,3,0,3
경동택배,89325,0,22,0,22,0,0
경명초등학교,89216,1397,582,1397,582,0,63
경명초등학교,89277,5166,7817,5166,7817,0,418
경명초등학교,89278,4416,5877,4416,5877,0,332
경방신약,39136,4784,1272,4783,1272,1,195
경방신약,39138,2462,8460,2462,8460,0,352
경복예식장,39399,10021,4963,9944,4963,77,483
경서농원,42333,78,513,78,513,0,19
경서농원,42335,41,1016,41,1016,0,34
경서지구입구,42303,1017,5465,1017,5465,0,209
경서지구입구,42671,2379,2511,2379,2511,0,157
경서지구입구,42672,4034,2742,4034,2742,0,218
경서초등학교,42569,3962,2552,3962,2552,0,210
경서초등학교,42570,2669,2705,2667,2705,2,173
경신마을,39646,157,143,157,143,0,9
경신마을,39982,91,839,91,839,0,30
경신아파트,41216,1782,991,1780,991,2,89
경신아파트,41223,1710,3280,1701,3280,9,160
경연초중학교,89271,6262,4127,6262,4127,0,335
경연초중학교,89272,3039,5105,3039,5105,0,262
경연초중학교·청라센텀로제비앙,89286,2643,993,2643,993,0,117
경연초중학교·호반베르디움6차,89285,1860,1929,1857,1929,3,122
경인계량소,42549,806,5,801,5,5,26
경인계량소,42550,2,529,2,529,0,17
경인교대.부평향교,41138,938,1065,931,1065,7,64
경인교대.부평향교,41139,845,925,845,925,0,57
경인교대역입구,41428,7895,6762,7872,6762,23,472
경인교대역입구,41429,6911,8468,6896,8468,15,496
경인교회앞,40077,932,3183,921,3183,11,132
경인방송,37003,131,107,131,107,0,7
경인방송,37004,56,308,56,308,0,11
경인산업,39688,716,1394,716,1394,0,68
경인아라뱃길여객터미널,42869,270,10,269,10,1,9
경인여대,41277,6193,9646,6184,9646,9,510
경인여대,41278,3359,4178,3356,4178,3,243
경인특장,42547,279,2,276,2,3,9
경인항다목적부두,89151,86,2,85,2,1,2
경인항다목적부두,89152,1,136,1,136,0,4
경전말,43934,40,2,35,2,5,1
경제자유구역청,38514,1861,2350,1861,2350,0,135
경제자유구역청,38515,2803,3610,2801,3610,2,206
경진브로아,39042,939,1181,939,1181,0,68
경흥빌라,43372,471,13,455,13,16,15
경흥빌라,43616,5,197,5,197,0,6
경희유치원앞,39991,146,465,146,465,0,19
경희유치원앞,39992,90,81,90,81,0,5
계량소,40195,2114,274,2101,274,13,77
계룡리슈빌,55225,4132,946,4132,946,0,163
계산공고,41167,2981,4007,2944,4007,37,225
계산공고,41170,4916,7327,4906,7327,10,394
계산공고앞,41169,2713,1983,2703,1983,10,151
계산국민체육센터,41276,1647,2861,1644,2861,3,145
계산국민체육센터,41613,2326,2179,2305,2179,21,145
계산동수협,41533,3429,4233,3419,4233,10,247
계산동아아파트,41231,185,3,185,3,0,6
계산동우체국,41427,7067,3643,7059,3643,8,345
계산삼거리,41196,337,253,337,253,0,19
계산삼거리(신도브래뉴),41199,10100,9092,10095,9092,5,619
계산삼거리(신도브래뉴),41201,3907,7653,3902,7653,5,372
계산시장,41176,3643,4648,3638,4648,5,267
계산여고,41576,694,702,691,702,3,45
계산여자고등학교,41221,11,214,11,214,0,7
