기준일자,회사명,회사아이디,노선번호,노선아이디,순번,정류소명,정류소번호,아이에스씨 번호,정류소구간거리,정류소간누적거리,주요경유지여부,상_하행
2023-12-31,강인교통,166012,302,165000067,1,십정동차고지,40913,2807789,0,0,N,상행
2023-12-31,강인교통,166012,302,165000067,2,십정사거리,40029,2801793,560,560,Y,상행
2023-12-31,강인교통,166012,302,165000067,3,선린감리교회,40043,2801779,245,805,Y,상행
2023-12-31,강인교통,166012,302,165000067,4,백영아파트,40058,2801766,363,1168,Y,상행
2023-12-31,강인교통,166012,302,165000067,5,상정고,40069,2801756,371,1539,N,상행
2023-12-31,강인교통,166012,302,165000067,6,백운공원(부평아트센터),40076,2801749,396,1935,Y,상행
2023-12-31,강인교통,166012,302,165000067,7,부평도서관,40082,2801743,325,2260,Y,상행
2023-12-31,강인교통,166012,302,165000067,8,현대아파트,40788,2801185,525,2785,N,상행
2023-12-31,강인교통,166012,302,165000067,9,2001아울렛,40159,2801687,392,3177,N,상행
2023-12-31,강인교통,166012,302,165000067,10,부원중학교,40789,2801184,476,3653,N,상행
2023-12-31,강인교통,166012,302,165000067,11,부평역(대한극장),40196,2801659,377,4030,N,상행
2023-12-31,강인교통,166012,302,165000067,12,부평역,40209,2801647,324,4354,Y,상행
2023-12-31,강인교통,166012,302,165000067,13,힘찬병원,40891,2806781,644,4998,N,상행
2023-12-31,강인교통,166012,302,165000067,14,부흥초등학교,40304,2801568,253,5251,N,상행
2023-12-31,강인교통,166012,302,165000067,15,부흥오거리(부흥아파트),40392,2801498,509,5760,Y,상행
2023-12-31,강인교통,166012,302,165000067,16,정병원,40413,2801479,499,6259,N,상행
2023-12-31,강인교통,166012,302,165000067,17,부개여자고등학교,40421,2801473,207,6466,Y,상행
2023-12-31,강인교통,166012,302,165000067,18,부평동중,40406,2801486,321,6787,N,상행
2023-12-31,강인교통,166012,302,165000067,19,수변로삼거리,40370,2801519,281,7068,N,상행
2023-12-31,강인교통,166012,302,165000067,20,부개성일아파트,40301,2801571,162,7230,N,상행
2023-12-31,강인교통,166012,302,165000067,21,부개역,40256,2801610,352,7582,N,상행
2023-12-31,강인교통,166012,302,165000067,22,송내고교입구,11015,2807616,484,8066,Y,상행
2023-12-31,강인교통,166012,302,165000067,23,자동차매매단지,11020,2807617,242,8308,N,상행
2023-12-31,강인교통,166012,302,165000067,24,송내역.영화의거리,55263,2806090,669,8977,Y,상행
2023-12-31,강인교통,166012,302,165000067,25,법원.검찰청.복사골문화센터.반달마을,55020,2800225,462,9439,N,상행
2023-12-31,강인교통,166012,302,165000067,26,사랑마을벽산.선경.삼익아파트,55030,2800217,282,9721,N,상행
2023-12-31,강인교통,166012,302,165000067,27,포도마을,55039,2800210,555,10276,N,상행
2023-12-31,강인교통,166012,302,165000067,28,금강마을,55068,2800187,798,11074,Y,상행
2023-12-31,강인교통,166012,302,165000067,29,중원고등학교,55078,2800177,714,11788,N,상행
2023-12-31,강인교통,166012,302,165000067,30,부천테크노파크1단지,57003,2800143,475,12263,N,상행
2023-12-31,강인교통,166012,302,165000067,31,서운일반산업단지입구,41646,2803592,1814,14077,Y,상행
2023-12-31,강인교통,166012,302,165000067,32,계양체육관(아시아드양궁장),41454,2808020,564,14641,N,상행
2023-12-31,강인교통,166012,302,165000067,33,계양체육관(벨로드롬경기장),41666,2808571,257,14898,N,상행
2023-12-31,강인교통,166012,302,165000067,34,대동아파트후문,41137,2801030,523,15421,N,상행
2023-12-31,강인교통,166012,302,165000067,35,동보아파트,41143,2801024,591,16012,N,상행
2023-12-31,강인교통,166012,302,165000067,36,계양구청,41180,2801003,356,16368,Y,상행
2023-12-31,강인교통,166012,302,165000067,37,신대진중앙아파트,41271,2800959,673,17041,N,상행
2023-12-31,강인교통,166012,302,165000067,38,안산초등학교(구계산고교),41425,2800841,633,17674,N,상행
2023-12-31,강인교통,166012,302,165000067,39,계산역,41426,2800840,502,18176,Y,상행
2023-12-31,강인교통,166012,302,165000067,40,계산동우체국,41427,2800839,300,18476,N,상행
2023-12-31,강인교통,166012,302,165000067,41,신동양아파트,41203,2800981,324,18800,N,상행
2023-12-31,강인교통,166012,302,165000067,42,경남아파트,42334,2800535,3457,22257,N,상행
2023-12-31,강인교통,166012,302,165000067,43,공촌사거리,42324,2800544,722,22979,Y,상행
2023-12-31,강인교통,166012,302,165000067,44,우성아파트,42718,2804975,382,23361,N,상행
2023-12-31,강인교통,166012,302,165000067,45,경서지구입구,42303,2800560,1339,24700,N,상행
2023-12-31,강인교통,166012,302,165000067,46,주물단지,42291,2800569,724,25424,N,상행
2023-12-31,강인교통,166012,302,165000067,47,LG마그나,89264,2807222,334,25758,N,상행
2023-12-31,강인교통,166012,302,165000067,48,서부공단입구,42299,2800563,351,26109,Y,상행
2023-12-31,강인교통,166012,302,165000067,49,북인천하부TG(미정차),89287,2807520,2320,28429,N,상행
2023-12-31,강인교통,166012,302,165000067,50,금산IC(미정차),35634,2807504,9824,38253,N,상행
2023-12-31,강인교통,166012,302,165000067,51,인천공항T1(3층2번),35032,2803359,12164,50417,Y,상행
2023-12-31,강인교통,166012,302,165000067,52,인천공항T1(3층7번),35203,2803214,177,50594,Y,상행
2023-12-31,강인교통,166012,302,165000067,53,인천공항T1(3층13번),35556,2805065,276,50870,N,상행
2023-12-31,강인교통,166012,302,165000067,54,인천공항T1(1층2A),35344,2804850,4182,55052,N,하행
2023-12-31,강인교통,166012,302,165000067,55,인천공항T1(1층13B),35205,2803212,444,55496,N,하행
2023-12-31,강인교통,166012,302,165000067,56,합동청사역,35207,2803210,1650,57146,N,하행
2023-12-31,강인교통,166012,302,165000067,57,국제업무단지(공항청사),35026,2803361,293,57439,N,하행
2023-12-31,강인교통,166012,302,165000067,58,금산IC(미정차),35635,2807505,11249,68688,N,하행
2023-12-31,강인교통,166012,302,165000067,59,북인천하부TG(미정차),42901,2807521,9751,78439,N,하행
2023-12-31,강인교통,166012,302,165000067,60,청라국제도시역(경명대로),89034,2806171,998,79437,N,하행
2023-12-31,강인교통,166012,302,165000067,61,LG전자(주),42297,2800565,1333,80770,N,하행
2023-12-31,강인교통,166012,302,165000067,62,LG마그나,89029,2806015,363,81133,N,하행
2023-12-31,강인교통,166012,302,165000067,63,도림주철관공업(주),42293,2800567,193,81326,N,하행
2023-12-31,강인교통,166012,302,165000067,64,서부공단입구,42301,2800561,816,82142,N,하행
2023-12-31,강인교통,166012,302,165000067,65,우성아파트,42717,2804974,1397,83539,N,하행
2023-12-31,강인교통,166012,302,165000067,66,공촌사거리(한국아파트),42322,2800546,295,83834,N,하행
2023-12-31,강인교통,166012,302,165000067,67,공촌사거리,42330,2800539,287,84121,N,하행
2023-12-31,강인교통,166012,302,165000067,68,경남아파트,42332,2800537,484,84605,N,하행
2023-12-31,강인교통,166012,302,165000067,69,신동양아파트,41202,2800982,3464,88069,N,하행
2023-12-31,강인교통,166012,302,165000067,70,계산우체국,41430,2800836,328,88397,N,하행
2023-12-31,강인교통,166012,302,165000067,71,계산역,41431,2800835,321,88718,N,하행
2023-12-31,강인교통,166012,302,165000067,72,계산주공아파트,41423,2800843,500,89218,N,하행
2023-12-31,강인교통,166012,302,165000067,73,신대진중앙아파트,41274,2800956,586,89804,N,하행
2023-12-31,강인교통,166012,302,165000067,74,계양구청,41177,2801006,745,90549,N,하행
2023-12-31,강인교통,166012,302,165000067,75,까치공원.작전도서관,41149,2801023,259,90808,N,하행
2023-12-31,강인교통,166012,302,165000067,76,태화한진아파트,41132,2801034,552,91360,N,하행
2023-12-31,강인교통,166012,302,165000067,77,계양체육관(벨로드롬경기장),41440,2800827,317,91677,N,하행
2023-12-31,강인교통,166012,302,165000067,78,계양체육관(아시아드양궁장),41455,2806900,627,92304,N,하행
2023-12-31,강인교통,166012,302,165000067,79,서운일반산업단지입구(맞은편),41647,2803593,634,92938,Y,하행
2023-12-31,강인교통,166012,302,165000067,80,부천테크노파크1.2단지,57001,2800145,1683,94621,N,하행
2023-12-31,강인교통,166012,302,165000067,81,부천실내체육관,55075,2800180,491,95112,N,하행
2023-12-31,강인교통,166012,302,165000067,82,금강마을,55066,2800189,680,95792,N,하행
2023-12-31,강인교통,166012,302,165000067,83,부천터미널소풍,55051,2800202,411,96203,N,하행
2023-12-31,강인교통,166012,302,165000067,84,하얀마을,55035,2800213,586,96789,N,하행
2023-12-31,강인교통,166012,302,165000067,85,복사골문화센터.한아름마을,55026,2800220,486,97275,N,하행
2023-12-31,강인교통,166012,302,165000067,86,송내역.로데오거리,55267,2806091,609,97884,N,하행
2023-12-31,강인교통,166012,302,165000067,87,자동차매매단지,11021,2807618,684,98568,N,하행
2023-12-31,강인교통,166012,302,165000067,88,송내고교입구,11014,2807619,242,98810,N,하행
2023-12-31,강인교통,166012,302,165000067,89,대동아파트정문앞,40277,2801595,312,99122,N,하행
2023-12-31,강인교통,166012,302,165000067,90,성일아파트후문앞,40311,2801562,156,99278,N,하행
2023-12-31,강인교통,166012,302,165000067,91,상동가구,55090,2800171,263,99541,N,하행
2023-12-31,강인교통,166012,302,165000067,92,부평동중,55009,2800236,273,99814,N,하행
2023-12-31,강인교통,166012,302,165000067,93,부개여자고등학교,40422,2801472,344,100158,N,하행
2023-12-31,강인교통,166012,302,165000067,94,방촌공원,40419,2801475,169,100327,N,하행
2023-12-31,강인교통,166012,302,165000067,95,부흥오거리(부흥아파트),40394,2801496,498,100825,N,하행
2023-12-31,강인교통,166012,302,165000067,96,인천노인전문병원,40878,2805939,510,101335,N,하행
2023-12-31,강인교통,166012,302,165000067,97,힘찬병원,40892,2806782,307,101642,N,하행
2023-12-31,강인교통,166012,302,165000067,98,부평역(12번출구),40781,2801192,516,102158,N,하행
2023-12-31,강인교통,166012,302,165000067,99,부평역(북인천우체국),40197,2801658,375,102533,N,하행
2023-12-31,강인교통,166012,302,165000067,100,부원중학교,40181,2801672,363,102896,N,하행
2023-12-31,강인교통,166012,302,165000067,101,2001아울렛,40162,2801684,433,103329,N,하행
2023-12-31,강인교통,166012,302,165000067,102,현대아파트,40112,2801718,481,103810,N,하행
2023-12-31,강인교통,166012,302,165000067,103,부평도서관,40084,2801741,428,104238,N,하행
2023-12-31,강인교통,166012,302,165000067,104,백운공원(부평아트센터),40075,2801750,393,104631,N,하행
2023-12-31,강인교통,166012,302,165000067,105,상정고,40070,2801755,381,105012,N,하행
2023-12-31,강인교통,166012,302,165000067,106,상정중학교,40059,2801765,370,105382,N,하행
2023-12-31,강인교통,166012,302,165000067,107,선린감리교회,40047,2801775,330,105712,N,하행
2023-12-31,강인교통,166012,302,165000067,108,십정사거리,40033,2801789,243,105955,N,하행
2023-12-31,강인교통,166012,302,165000067,109,십정동차고지,40913,2807789,313,106268,N,하행
2023-12-31,강인교통,166012,302B,165000452,1,십정동차고지,40913,2807789,0,0,N,상행
2023-12-31,강인교통,166012,302B,165000452,2,십정사거리,40029,2801793,560,560,N,상행
2023-12-31,강인교통,166012,302B,165000452,3,선린감리교회,40043,2801779,245,805,Y,상행
2023-12-31,강인교통,166012,302B,165000452,4,백영아파트,40058,2801766,363,1168,Y,상행
2023-12-31,강인교통,166012,302B,165000452,5,상정고,40069,2801756,371,1539,N,상행
2023-12-31,강인교통,166012,302B,165000452,6,백운공원(부평아트센터),40076,2801749,396,1935,N,상행
2023-12-31,강인교통,166012,302B,165000452,7,부평도서관,40082,2801743,325,2260,N,상행
2023-12-31,강인교통,166012,302B,165000452,8,현대아파트,40788,2801185,525,2785,N,상행
2023-12-31,강인교통,166012,302B,165000452,9,2001아울렛,40159,2801687,392,3177,N,상행
2023-12-31,강인교통,166012,302B,165000452,10,부원중학교,40789,2801184,476,3653,N,상행
2023-12-31,강인교통,166012,302B,165000452,11,부평역(대한극장),40196,2801659,377,4030,N,상행
2023-12-31,강인교통,166012,302B,165000452,12,부평역,40209,2801647,324,4354,N,상행
2023-12-31,강인교통,166012,302B,165000452,13,힘찬병원,40891,2806781,549,4903,N,상행
2023-12-31,강인교통,166012,302B,165000452,14,부흥초등학교,40304,2801568,253,5156,N,상행
2023-12-31,강인교통,166012,302B,165000452,15,부흥오거리(부흥아파트),40392,2801498,549,5705,N,상행
2023-12-31,강인교통,166012,302B,165000452,16,정병원,40413,2801479,499,6204,N,상행
2023-12-31,강인교통,166012,302B,165000452,17,부개여자고등학교,40421,2801473,207,6411,N,상행
2023-12-31,강인교통,166012,302B,165000452,18,부평동중,40406,2801486,321,6732,N,상행
2023-12-31,강인교통,166012,302B,165000452,19,수변로삼거리,40370,2801519,281,7013,N,상행
2023-12-31,강인교통,166012,302B,165000452,20,부개성일아파트,40301,2801571,162,7175,N,상행
2023-12-31,강인교통,166012,302B,165000452,21,부개역,40256,2801610,352,7527,N,상행
2023-12-31,강인교통,166012,302B,165000452,22,송내고교입구,11015,2807616,484,8011,N,상행
2023-12-31,강인교통,166012,302B,165000452,23,자동차매매단지,11020,2807617,242,8253,N,상행
2023-12-31,강인교통,166012,302B,165000452,24,송내역.영화의거리,55263,2806090,669,8922,N,상행
2023-12-31,강인교통,166012,302B,165000452,25,법원.검찰청.복사골문화센터.반달마을,55020,2800225,462,9384,N,상행
2023-12-31,강인교통,166012,302B,165000452,26,사랑마을벽산.선경.삼익아파트,55030,2800217,282,9666,N,상행
2023-12-31,강인교통,166012,302B,165000452,27,포도마을,55039,2800210,555,10221,N,상행
2023-12-31,강인교통,166012,302B,165000452,28,금강마을,55068,2800187,798,11019,N,상행
2023-12-31,강인교통,166012,302B,165000452,29,중원고등학교,55078,2800177,714,11733,N,상행
2023-12-31,강인교통,166012,302B,165000452,30,부천테크노파크1단지,57003,2800143,475,12208,N,상행
2023-12-31,강인교통,166012,302B,165000452,31,대동아파트후문,41137,2801030,3155,15363,N,상행
2023-12-31,강인교통,166012,302B,165000452,32,동보아파트,41143,2801024,591,15954,N,상행
2023-12-31,강인교통,166012,302B,165000452,33,계양구청,41180,2801003,356,16310,N,상행
2023-12-31,강인교통,166012,302B,165000452,34,신대진중앙아파트,41271,2800959,673,16983,N,상행
2023-12-31,강인교통,166012,302B,165000452,35,안산초등학교(구계산고교),41425,2800841,633,17616,N,상행
2023-12-31,강인교통,166012,302B,165000452,36,계산역,41426,2800840,502,18118,N,상행
2023-12-31,강인교통,166012,302B,165000452,37,계산동우체국,41427,2800839,300,18418,N,상행
2023-12-31,강인교통,166012,302B,165000452,38,신동양아파트,41203,2800981,324,18742,N,상행
2023-12-31,강인교통,166012,302B,165000452,39,경남아파트,42334,2800535,3457,22199,N,상행
2023-12-31,강인교통,166012,302B,165000452,40,공촌사거리,42324,2800544,722,22921,N,상행
2023-12-31,강인교통,166012,302B,165000452,41,우성아파트,42718,2804975,382,23303,N,상행
2023-12-31,강인교통,166012,302B,165000452,42,경서지구입구,42303,2800560,1339,24642,N,상행
2023-12-31,강인교통,166012,302B,165000452,43,주물단지,42291,2800569,724,25366,N,상행
2023-12-31,강인교통,166012,302B,165000452,44,LG마그나,89264,2807222,334,25700,N,상행
2023-12-31,강인교통,166012,302B,165000452,45,서부공단입구,42299,2800563,351,26051,N,상행
2023-12-31,강인교통,166012,303,165000219,1,십정동차고지,40913,2807789,0,0,N,상행
2023-12-31,강인교통,166012,303,165000219,2,십정시장입구,40008,2803544,770,770,Y,상행
2023-12-31,강인교통,166012,303,165000219,3,동암사거리,40001,2801806,673,1443,Y,상행
2023-12-31,강인교통,166012,303,165000219,4,간석오거리역(7번출구),39447,2801954,512,1955,N,상행
2023-12-31,강인교통,166012,303,165000219,5,간석오거리(인천웨딩홀),39423,2801977,378,2333,Y,상행
2023-12-31,강인교통,166012,303,165000219,6,올리브백화점,39364,2802024,423,2756,N,상행
2023-12-31,강인교통,166012,303,165000219,7,간석금호어울림아파트,39334,2802051,183,2939,N,상행
2023-12-31,강인교통,166012,303,165000219,8,구월중학교,39286,2802098,462,3401,Y,상행
2023-12-31,강인교통,166012,303,165000219,9,길병원,39250,2802129,363,3764,Y,상행
2023-12-31,강인교통,166012,303,165000219,10,길병원사거리,39212,2802158,502,4266,N,상행
2023-12-31,강인교통,166012,303,165000219,11,성리초등학교,39201,2802168,335,4601,N,상행
2023-12-31,강인교통,166012,303,165000219,12,구월도매전통시장,39193,2802175,344,4945,N,상행
2023-12-31,강인교통,166012,303,165000219,13,롯데백화점(인천터미널),39588,2801848,280,5225,Y,상행
2023-12-31,강인교통,166012,303,165000219,14,풍림아파트,37245,2802825,341,5566,N,상행
2023-12-31,강인교통,166012,303,165000219,15,인명여자고등학교,37199,2802870,297,5863,N,상행
2023-12-31,강인교통,166012,303,165000219,16,문학경기장(박태환수영장),38329,2802378,569,6432,Y,상행
2023-12-31,강인교통,166012,303,165000219,17,선학체육관(하키경기장),38309,2802395,438,6870,N,상행
2023-12-31,강인교통,166012,303,165000219,18,선학역,38305,2802399,477,7347,Y,상행
2023-12-31,강인교통,166012,303,165000219,19,연수병원,38296,2802406,627,7974,N,상행
2023-12-31,강인교통,166012,303,165000219,20,연수초등학교,38290,2802412,347,8321,N,상행
2023-12-31,강인교통,166012,303,165000219,21,인천적십자병원(풍림아파트),38339,2802372,450,8771,N,상행
2023-12-31,강인교통,166012,303,165000219,22,대우아파트,38206,2802474,394,9165,N,상행
2023-12-31,강인교통,166012,303,165000219,23,연수주공3차아파트,38188,2802487,217,9382,N,상행
2023-12-31,강인교통,166012,303,165000219,24,대동아파트,38128,2802530,413,9795,N,상행
2023-12-31,강인교통,166012,303,165000219,25,연수구청입구,38095,2802544,491,10286,N,상행
2023-12-31,강인교통,166012,303,165000219,26,동춘역,38346,2802365,760,11046,Y,상행
2023-12-31,강인교통,166012,303,165000219,27,동막역(3번출구),38433,2804851,930,11976,Y,상행
2023-12-31,강인교통,166012,303,165000219,28,성지아파트,38017,2802597,1608,13584,N,상행
2023-12-31,강인교통,166012,303,165000219,29,신송고등학교,38024,2802594,239,13823,N,상행
2023-12-31,강인교통,166012,303,165000219,30,송도풍림아이원4단지,38032,2802591,282,14105,N,상행
2023-12-31,강인교통,166012,303,165000219,31,먼우금초등학교,38021,2802596,425,14530,N,상행
2023-12-31,강인교통,166012,303,165000219,32,송도1동행정복지센터,38012,2802602,355,14885,N,상행
2023-12-31,강인교통,166012,303,165000219,33,해양경찰청,38411,2803624,543,15428,Y,상행
2023-12-31,강인교통,166012,303,165000219,34,이안송도,38409,2804420,282,15710,N,상행
2023-12-31,강인교통,166012,303,165000219,35,인천대교TG(미정차),35629,2807598,16967,32677,N,상행
2023-12-31,강인교통,166012,303,165000219,36,인천공항T1(3층2번),35032,2803359,10961,43638,Y,상행
2023-12-31,강인교통,166012,303,165000219,37,인천공항T1(3층7번),35203,2803214,177,43815,Y,상행
2023-12-31,강인교통,166012,303,165000219,38,인천공항T1(3층13번),35556,2805065,276,44091,N,상행
2023-12-31,강인교통,166012,303,165000219,39,인천공항T1(1층2A),35344,2804850,4182,48273,N,하행
2023-12-31,강인교통,166012,303,165000219,40,인천공항T1(1층13B),35205,2803212,444,48717,N,하행
2023-12-31,강인교통,166012,303,165000219,41,합동청사역,35207,2803210,1650,50367,N,하행
2023-12-31,강인교통,166012,303,165000219,42,국제업무단지(공항청사),35026,2803361,293,50660,N,하행
2023-12-31,강인교통,166012,303,165000219,43,인천대교TG(미정차),35628,2807599,9360,60020,N,하행
2023-12-31,강인교통,166012,303,165000219,44,더프라우,38410,2804421,16957,76977,N,하행
2023-12-31,강인교통,166012,303,165000219,45,송도힐스테이트5단지,38393,2803623,304,77281,N,하행
2023-12-31,강인교통,166012,303,165000219,46,송도더샵퍼스트월드(동문),38013,2802601,466,77747,N,하행
2023-12-31,강인교통,166012,303,165000219,47,풍림2.3차아파트,38350,2802361,400,78147,N,하행
2023-12-31,강인교통,166012,303,165000219,48,금호아파트,38349,2802362,429,78576,N,하행
2023-12-31,강인교통,166012,303,165000219,49,신송고등학교,38023,2802595,286,78862,N,하행
2023-12-31,강인교통,166012,303,165000219,50,한진아파트,38016,2802598,234,79096,N,하행
2023-12-31,강인교통,166012,303,165000219,51,동막역(1번출구),38039,2802587,1667,80763,N,하행
2023-12-31,강인교통,166012,303,165000219,52,동춘역(이마트.스퀘어원),38070,2802565,939,81702,N,하행
2023-12-31,강인교통,166012,303,165000219,53,우성1차아파트,38094,2802545,615,82317,N,하행
2023-12-31,강인교통,166012,303,165000219,54,연수경찰서,38111,2802540,308,82625,N,하행
2023-12-31,강인교통,166012,303,165000219,55,솔안공원,38348,2802363,304,82929,N,하행
2023-12-31,강인교통,166012,303,165000219,56,연수1차아파트,38187,2802488,421,83350,N,하행
2023-12-31,강인교통,166012,303,165000219,57,대우아파트,38208,2802472,267,83617,N,하행
2023-12-31,강인교통,166012,303,165000219,58,인천적십자병원(풍림아파트),38240,2802448,305,83922,N,하행
2023-12-31,강인교통,166012,303,165000219,59,경남아파트,38281,2802421,349,84271,N,하행
2023-12-31,강인교통,166012,303,165000219,60,선학역(1번출구),38306,2802398,1119,85390,N,하행
2023-12-31,강인교통,166012,303,165000219,61,선학체육관(하키경기장),38308,2802396,449,85839,N,하행
2023-12-31,강인교통,166012,303,165000219,62,문학경기장(박태환수영장),38310,2802394,425,86264,N,하행
2023-12-31,강인교통,166012,303,165000219,63,인명여자고등학교,37205,2802864,966,87230,N,하행
2023-12-31,강인교통,166012,303,165000219,64,풍림아파트,37246,2802824,261,87491,N,하행
2023-12-31,강인교통,166012,303,165000219,65,롯데백화점(인천터미널),37513,2802618,339,87830,N,하행
2023-12-31,강인교통,166012,303,165000219,66,구월도매전통시장,39192,2802176,255,88085,N,하행
2023-12-31,강인교통,166012,303,165000219,67,성리초등학교,39200,2802169,362,88447,N,하행
2023-12-31,강인교통,166012,303,165000219,68,길병원사거리,39216,2802154,401,88848,N,하행
2023-12-31,강인교통,166012,303,165000219,69,길병원,39590,2801846,418,89266,N,하행
2023-12-31,강인교통,166012,303,165000219,70,구월중학교,39281,2802103,286,89552,N,하행
2023-12-31,강인교통,166012,303,165000219,71,간석래미안.자이,39333,2802052,429,89981,N,하행
2023-12-31,강인교통,166012,303,165000219,72,올리브백화점,39589,2801847,319,90300,N,하행
2023-12-31,강인교통,166012,303,165000219,73,간석오거리(인천웨딩홀),39406,2801990,287,90587,N,하행
2023-12-31,강인교통,166012,303,165000219,74,간석오거리역(8번출구),39449,2801952,514,91101,N,하행
2023-12-31,강인교통,166012,303,165000219,75,동암사거리,40003,2801805,488,91589,N,하행
2023-12-31,강인교통,166012,303,165000219,76,십정시장입구,40007,2803543,573,92162,N,하행
2023-12-31,강인교통,166012,303,165000219,77,십정동차고지,40913,2807789,662,92824,N,하행
2023-12-31,강인교통,166012,303-1,165000350,1,십정동차고지,40913,2807789,0,0,N,상행
2023-12-31,강인교통,166012,303-1,165000350,2,십정시장입구,40008,2803544,770,770,Y,상행
2023-12-31,강인교통,166012,303-1,165000350,3,간석오거리(교원공제조합),39444,2801957,1655,2425,Y,상행
2023-12-31,강인교통,166012,303-1,165000350,4,간석사거리(상인천중학교),39422,2801978,819,3244,N,상행
2023-12-31,강인교통,166012,303-1,165000350,5,만수소방서,39428,2801972,691,3935,N,상행
2023-12-31,강인교통,166012,303-1,165000350,6,인수초등학교,39392,2802003,874,4809,N,상행
2023-12-31,강인교통,166012,303-1,165000350,7,남동구청,39279,2802105,1018,5827,Y,상행
2023-12-31,강인교통,166012,303-1,165000350,8,큰방죽삼거리,39576,2801857,2774,8601,N,상행
2023-12-31,강인교통,166012,303-1,165000350,9,논현13단지푸르네마을,39618,2801824,2056,10657,N,상행
2023-12-31,강인교통,166012,303-1,165000350,10,논현11단지단풍마을,39616,2801826,216,10873,Y,상행
2023-12-31,강인교통,166012,303-1,165000350,11,논현8단지동산마을,39104,2802256,705,11578,N,상행
2023-12-31,강인교통,166012,303-1,165000350,12,청능로사거리,39623,2801819,495,12073,Y,상행
2023-12-31,강인교통,166012,303-1,165000350,13,논현고잔동행정복지센터,39707,2804958,520,12593,N,상행
2023-12-31,강인교통,166012,303-1,165000350,14,에코메트로11단지,39652,2803801,649,13242,N,상행
2023-12-31,강인교통,166012,303-1,165000350,15,에코메트로10단지,39728,2805191,607,13849,Y,상행
2023-12-31,강인교통,166012,303-1,165000350,16,남동소래아트홀,39743,2805283,569,14418,Y,상행
2023-12-31,강인교통,166012,303-1,165000350,17,장인가구,39706,2804954,3237,17655,N,상행
2023-12-31,강인교통,166012,303-1,165000350,18,송도세브란스병원,38651,2807774,1293,18948,N,상행
2023-12-31,강인교통,166012,303-1,165000350,19,연세대,39725,2805030,1783,20731,N,상행
2023-12-31,강인교통,166012,303-1,165000350,20,테크노파크IT센터,39938,2806669,379,21110,N,상행
2023-12-31,강인교통,166012,303-1,165000350,21,테크노파크역,38421,2804436,818,21928,Y,상행
2023-12-31,강인교통,166012,303-1,165000350,22,웰카운티2단지,38709,2807969,334,22262,N,상행
2023-12-31,강인교통,166012,303-1,165000350,23,웰카운티1단지,38648,2807767,493,22755,N,상행
2023-12-31,강인교통,166012,303-1,165000350,24,지식정보단지역,38403,2803795,858,23613,Y,상행
2023-12-31,강인교통,166012,303-1,165000350,25,웰카운티4단지,38446,2804906,306,23919,N,상행
2023-12-31,강인교통,166012,303-1,165000350,26,칼빈매니토바국제학교,38500,2805655,343,24262,N,상행
2023-12-31,강인교통,166012,303-1,165000350,27,미추홀공원,38368,2802347,207,24469,N,상행
2023-12-31,강인교통,166012,303-1,165000350,28,송도더샵퍼스트월드(서문),38381,2803527,761,25230,N,상행
2023-12-31,강인교통,166012,303-1,165000350,29,송도더샵퍼스트월드,38589,2806216,380,25610,N,상행
2023-12-31,강인교통,166012,303-1,165000350,30,해양경찰청,38411,2803624,397,26007,Y,상행
2023-12-31,강인교통,166012,303-1,165000350,31,이안송도,38409,2804420,282,26289,N,상행
2023-12-31,강인교통,166012,303-1,165000350,32,인천대교TG(미정차),35629,2807598,16967,43256,N,상행
2023-12-31,강인교통,166012,303-1,165000350,33,인천공항T1(3층2번),35032,2803359,10961,54217,Y,상행
2023-12-31,강인교통,166012,303-1,165000350,34,인천공항T1(3층7번),35203,2803214,177,54394,N,상행
2023-12-31,강인교통,166012,303-1,165000350,35,인천공항T1(3층13번),35556,2805065,276,54670,N,상행
2023-12-31,강인교통,166012,303-1,165000350,36,인천공항전망대(미정차),35630,2807550,4632,59302,N,상행
2023-12-31,강인교통,166012,303-1,165000350,37,인천공항T2(1)번출입구(3층),35614,2807232,8169,67471,Y,상행
2023-12-31,강인교통,166012,303-1,165000350,38,인천공항T2(8)번출입구(3층),35615,2807362,357,67828,N,상행
2023-12-31,강인교통,166012,303-1,165000350,39,인천공항T2(1)A(1층),35618,2807234,3629,71457,N,하행
2023-12-31,강인교통,166012,303-1,165000350,40,인천공항T2(6)B(1층),35619,2806248,353,71810,N,하행
2023-12-31,강인교통,166012,303-1,165000350,41,인천공항전망대(미정차),35631,2807551,8317,80127,N,하행
2023-12-31,강인교통,166012,303-1,165000350,42,하얏트호텔,35206,2803211,4357,84484,N,하행
2023-12-31,강인교통,166012,303-1,165000350,43,인천공항T1(1층2A),35344,2804850,3150,87634,N,하행
2023-12-31,강인교통,166012,303-1,165000350,44,인천공항T1(1층13B),35205,2803212,444,88078,N,하행
2023-12-31,강인교통,166012,303-1,165000350,45,합동청사역,35207,2803210,1650,89728,N,하행
2023-12-31,강인교통,166012,303-1,165000350,46,국제업무단지(공항청사),35026,2803361,293,90021,N,하행
2023-12-31,강인교통,166012,303-1,165000350,47,인천대교TG(미정차),35628,2807599,9360,99381,N,하행
2023-12-31,강인교통,166012,303-1,165000350,48,더프라우,38410,2804421,16957,116338,N,하행
2023-12-31,강인교통,166012,303-1,165000350,49,송도힐스테이트5단지,38393,2803623,304,116642,N,하행
